Test #,4,5,6
1,60.0,66.66666666666667,66.66666666666667
2,40.0,66.66666666666667,60.0
3,66.66666666666667,66.66666666666667,66.66666666666667
4,53.333333333333336,66.66666666666667,60.0
5,40.0,60.0,66.66666666666667
6,66.66666666666667,53.333333333333336,60.0
7,60.0,66.66666666666667,66.66666666666667
8,60.0,66.66666666666667,66.66666666666667
9,60.0,66.66666666666667,53.333333333333336
10,60.0,60.0,66.66666666666667
11,53.333333333333336,60.0,53.333333333333336
12,53.333333333333336,53.333333333333336,60.0
13,80.0,73.33333333333333,73.33333333333333
14,33.333333333333336,66.66666666666667,66.66666666666667
15,66.66666666666667,73.33333333333333,53.333333333333336
16,46.666666666666664,46.666666666666664,60.0
17,73.33333333333333,60.0,73.33333333333333
18,73.33333333333333,66.66666666666667,60.0
19,60.0,66.66666666666667,80.0
20,60.0,66.66666666666667,66.66666666666667
21,60.0,60.0,60.0
22,60.0,66.66666666666667,66.66666666666667
23,60.0,73.33333333333333,66.66666666666667
24,60.0,66.66666666666667,60.0
25,60.0,73.33333333333333,66.66666666666667
26,66.66666666666667,73.33333333333333,73.33333333333333
27,53.333333333333336,60.0,60.0
28,53.333333333333336,66.66666666666667,60.0
29,60.0,60.0,66.66666666666667
30,53.333333333333336,66.66666666666667,66.66666666666667
31,66.66666666666667,66.66666666666667,66.66666666666667
32,53.333333333333336,60.0,60.0
33,60.0,60.0,66.66666666666667
34,66.66666666666667,66.66666666666667,60.0
35,60.0,66.66666666666667,60.0
36,60.0,66.66666666666667,60.0
37,53.333333333333336,53.333333333333336,53.333333333333336
38,53.333333333333336,60.0,66.66666666666667
39,60.0,60.0,60.0
40,60.0,66.66666666666667,73.33333333333333
41,53.333333333333336,73.33333333333333,66.66666666666667
42,53.333333333333336,66.66666666666667,60.0
43,66.66666666666667,73.33333333333333,66.66666666666667
44,66.66666666666667,66.66666666666667,66.66666666666667
45,60.0,60.0,66.66666666666667
46,46.666666666666664,73.33333333333333,60.0
47,53.333333333333336,60.0,66.66666666666667
48,60.0,60.0,60.0
49,60.0,60.0,66.66666666666667
50,53.333333333333336,66.66666666666667,66.66666666666667
