Fuel System 1  LP 1 ,Fuel System 2  LP 1,Fuel System 1 High Pressure Rail,Fuel System 2  High Pressure Rail,Fuel System 1  Injector Pump ,Fuel System 2  Injector Pump ,Fuel System 1  Service Pump ,Fuel System 2  Service Pump ,Fuel System 1  HP Relief Flow,Fuel System 2  HP Relief Flow,Fuel System 1  Injector Flow,Fuel System 2  Injector Flow,Fuel System 1  Service Flow,Fuel System 2  Service Flow,Cooling System 1 Delta Temp,Cooling System 2 Delta Temp,Cooling System 1 Delta Pressure,Cooling System 2 Delta Pressure,Cooling System 1 Flow,Cooling System 2 Flow,Cooling System 1 Service Pump ,Cooling System 2 Service Pump 
2.8863886718750003,3.109234375,141.21325837081457,146.38660169915042,4.5661386718750006,4.6027421875000005,2.1839921875000003,2.3706484375000003,6.246728135932035,6.69023588205897,7.319944527736132,7.038900649026461,11.41697351324338,10.92465651522716,6.175609403824211,5.968088518790555,5.24373828125,5.208752929687501,1.3363857499999998,1.1614815,5.270772460937501,5.0353798828125
2.649142578125,2.762427734375,141.56698400799604,147.94163168415793,4.6273652343750005,4.69290625,2.2574921875,2.3954609375,6.244871128871129,6.709896103896105,7.244458041958042,7.097952547452548,11.011392607392606,10.930322838580713,1.2846121474141015,1.6682916489602562,2.5180722656250003,2.4851015625,7.010335972290947,7.302004453240971,5.02970703125,4.85392578125
2.55671875,2.63686328125,139.45328093812375,144.8192614770459,4.61795703125,4.661099609375,2.2353359374999995,2.367900390625,6.252751996007984,6.728781827259112,7.239900199600799,7.127321517723416,11.149446330504244,10.591033932135728,1.3055463660483504,1.5454793195325394,2.638560546874999,2.6345175781249996,6.81512031952072,7.029113330004993,5.0098359375,4.83585546875
2.46722265625,2.50128125,139.4050766567755,147.330331027668,4.589419921875001,4.63809765625,2.226091796875,2.42192578125,6.256401679841897,6.666731948565777,7.240707715133531,7.121608201581028,10.86151730959446,10.435788822947575,1.6166329611069727,1.9835154681551366,2.8623164062499997,2.846568359375,5.465876061969015,5.210994502748626,4.82013671875,4.675732421875001
2.404994140625,2.296443359375,140.51467798302545,143.04904595404594,4.5859609375,4.6296875,2.22453125,2.4226484375,5.943405391912132,6.64566550174738,7.218177322677323,7.1047438841737405,10.943567149276088,10.229851148851148,1.7486102119912061,2.0117739133633883,3.078333984375,2.9886113281250006,5.1737677322677325,5.006823176823176,4.849048828125,4.685466796875
1.954767578125,1.871732421875,137.90399400898653,142.8732825761358,4.596703125,4.630296875000001,2.238912109375,2.44183984375,6.193344483275087,6.495266600099851,7.1934183724413385,7.022576635047429,10.526809286070892,9.957579131303046,1.8380918436957607,2.122661540133535,3.354269531249999,3.3054609375000004,4.768399604352127,4.54776706231454,4.8899140625,4.727787109374999
1.61803515625,1.412072265625,133.17060613557646,138.03589559623947,4.60498828125,4.64976171875,2.25316796875,2.471271484375,6.895444114737884,6.655488130563799,7.124449554896143,6.980873392680515,10.119980712166171,9.148288965858486,2.1485068381960595,2.3802357806202323,3.783294921875,3.68248046875,4.136295704295704,4.009873126873127,4.963496093750001,4.767304687499999
1.05445703125,0.700890625,131.8958473320158,137.9383843873518,4.6432695312500005,4.679853515625,2.283650390625,2.515900390625,6.6464412055335975,6.315494565217391,7.014286561264822,6.851158761857215,9.16005891163255,8.28916057312253,2.75479138232393,2.5916315384067516,4.297646484375,4.09344140625,3.3379195804195803,3.377784215784216,5.05825,4.829468750000001
0.5392109375,0.284923828125,125.63334569732936,127.83838526211672,4.6716875,4.697453125,2.3146875,2.560734375,5.83863554667998,5.893018793273987,6.769136794807789,6.586606590114829,8.458455489614245,7.269312561819981,3.984961657159438,3.885252164246676,4.849072265625001,4.77650390625,2.344888611388612,2.152090909090909,5.17369921875,4.950099609375
2.8811015625000005,3.1031835937500003,141.1663068465767,146.6041329335332,4.567462890625,4.643462890625,2.247119140625,2.371189453125,6.220395647873392,6.6871314342828585,7.3096646676661665,7.088060469765118,11.4186011994003,11.107617691154424,5.994139880782612,5.033146308166025,5.248978515625001,5.0571953125,1.3381309345327337,1.524266366816592,5.279060546875,5.0032890625
