Fuel System 1  LP 1 ,Fuel System 2  LP 1,Fuel System 1 High Pressure Rail,Fuel System 2  High Pressure Rail,Fuel System 1  Injector Pump ,Fuel System 2  Injector Pump ,Fuel System 1  Service Pump ,Fuel System 2  Service Pump ,Fuel System 1  HP Relief Flow,Fuel System 2  HP Relief Flow,Fuel System 1  Injector Flow,Fuel System 2  Injector Flow,Fuel System 1  Service Flow,Fuel System 2  Service Flow,Cooling System 1 Delta Temp,Cooling System 2 Delta Temp,Cooling System 1 Delta Pressure,Cooling System 2 Delta Pressure,Cooling System 1 Flow,Cooling System 2 Flow,Cooling System 1 Service Pump ,Cooling System 2 Service Pump 
2.930326171875,3.13682421875,147.57171492760858,150.98346979530706,4.583646484375,4.6071640625,2.304541015625,2.43536328125,5.546767348976535,6.266974538192711,6.375211183225162,6.715602596105842,11.543727408886667,11.23682576135796,5.784177674739208,4.987550228578083,5.196537109375,5.062294921875,1.3042056028014006,1.412106303151576,5.2284912109375,5.0303515625
2.681708984375,2.67805078125,147.46919790104948,151.2804747626187,4.599078125,4.633515624999999,2.2659707031250003,2.466052734375,5.555507418397626,6.30823588205897,6.382473263368316,6.79180659670165,11.267923538230884,10.853257371314342,1.308306885562068,1.5711805067465363,2.458298828125,2.4151425781249998,6.923221168247628,7.205689465801298,4.933458984375,4.820158203125
2.62077734375,2.6469140625,147.5271489255372,151.28455772113944,4.59286328125,4.628486328125,2.2637128906250004,2.463318359375,5.555121439280359,6.319136431784108,6.382848075962019,6.821911044477761,11.20643128435782,10.51245481777334,1.5727679635813203,1.8645162991659419,2.6260546875,2.601636718749999,5.703678321678321,5.328293706293706,4.755625,4.682400390625
2.53851953125,2.550376953125,147.4361788211788,151.07301698301697,4.595900390625,4.629875,2.2649531250000003,2.465216796875,5.541719780219781,6.304671328671328,6.377936563436564,6.78177072927073,11.1199020979021,10.651038461538462,1.5828409868074687,1.89501488156154,2.7169433593750005,2.7156464843749997,5.592207189216175,5.2112641038442336,4.768689453125,4.691423828125
2.336005859375,2.24836328125,147.33065868263472,150.76921157684632,4.6094296875,4.636998046875,2.272505859375,2.49075390625,5.529799900199601,6.307000499001996,6.368523453093813,6.7696107784431145,10.907030439121757,10.331004491017966,1.6040680661613926,1.937560885509825,2.9134550781250006,2.8535058593750002,5.341965034965035,5.03558991008991,4.79864453125,4.702798828124999
2.013525390625,1.8454609375,146.2947893189613,149.09734198922098,4.6241953125,4.65146484375,2.35820703125,2.511564453125,5.289974522292994,6.238632043116119,6.357219010289073,6.695722915626561,10.528098481136698,9.87400734933856,1.803196235651722,1.912870393077263,3.1418828125,3.05112109375,5.018828171828171,4.764915584415585,4.8307695312500005,4.7253984375
1.6157675781249998,1.28701171875,144.11847576211895,146.22601949025488,4.647693359375,4.675396484375001,2.307080078125,2.54223828125,5.505170414792604,6.085061377245509,6.318234882558721,6.6595917041479264,10.058696651674165,8.968685628742515,1.851805542257388,2.0121239839692038,3.47292578125,3.3474042968749997,4.560992511233151,4.329972541188218,4.881955078125,4.75644140625
0.8716328125,0.55014453125,142.0495879120879,144.25068681318683,4.684912109375,4.70216796875,2.346958984375,2.59255859375,5.929395104895105,6.188077922077921,6.216696954568148,6.570948077883175,9.041222277722277,7.742405891163256,2.171519901141483,2.2970859848507814,3.8444335937500003,3.7480546875000007,3.984000999000999,3.774758741258742,4.944445312499999,4.80708984375
0.4938945312499999,0.266427734375,139.35401039089558,141.9535526966848,4.710380859375,4.716201171874999,2.373248046875,2.625,6.613742701632855,6.034675986020969,6.192403265710046,6.558949035131122,8.37081345868382,7.196041068777833,2.849013827163006,2.7141446543622187,4.355591796875,4.213451171875,3.163225024727992,3.06684668644906,5.040298828125,4.878578125
2.928662109375,3.133140625,147.59929535232385,151.08913543228385,4.581203125,4.604330078125001,2.234857421875,2.42458984375,5.549735905044511,6.284760619690156,6.384024487756122,6.713991592482691,11.510025987006497,11.200299350324835,3.952253407836462,3.919419252227364,4.798402343749999,4.783904296875,2.329922577422578,2.014412587412587,5.1325449218750006,4.975830078125
