Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.55672350882534,0,0,0,0,0.1,0,0,0,0,1.55672350882534,0,0,0,0,0.1,0,0,0,0,1.04206285880297,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
2,0,0.1,0,0,0,0,1.77672917453824,0,0,0,0,0.1,0,0,0,0,1.77672917453824,0,0,0,0,1.00988475487133,0,0,0,0,1.70438358201362,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
3,0,0.1,0,0,0,0,2.16797899050015,0,0,0,0,0.1,0,0,0,0,2.16797899050015,0,0,0,0,1.80184212506358,0,0,0,0,2.43436009837819,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
4,0,0.1,0,0,0,0,2.9397109705642,0,0,0,0,0.1,0,0,0,0,2.9397109705642,0,0,0,0,2.66314642665484,0,0,0,0,3.43230647860834,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
5,0,0.1,0,0,0,0,5.01259721209641,0,0,0,0,0.1,0,0,0,0,5.01259721209641,0,0,0,0,3.68214777010858,0,0,0,0,4.77989967261985,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
6,0,0.1,0,0,0,0,6,0,0,0,0,0.1,0,0,0,0,6,0,0,0,0,4.69213659159336,0,0,0,0,5.76928198091346,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44686942700163,0,0,0,0,6.30044246588194,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10669205442575,0,0,0,0,6.7069711607207,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54679281493439,0,0,0,0,7.08682608241839,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87070629068558,0,0,0,0,7.40246026480098,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
