Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.25452677572917,0,0,0,0,0.1,0,0,0,0,1.25452677572917,0,0,0,0,0.296707561018117,0,0,0,0,1.49414312811032,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
2,0,0.1,0,0,0,0,1.55291966976191,0,0,0,0,0.1,0,0,0,0,1.55291966976191,0,0,0,0,2.09202497716128,0,0,0,0,2.73078799110609,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
3,0,0.1,0,0,0,0,1.65570283953611,0,0,0,0,0.1,0,0,0,0,1.65570283953611,0,0,0,0,2.98049250689137,0,1,0,0,3.84269691756191,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
4,0,0.1,0,0,0,0,1.76776674791722,0,0,0,0,0.1,0,0,0,0,1.76776674791722,0,0,0,0,4.27881641819533,0,1,0,0,5.06271159194384,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
5,0,0.1,0,0,0,0,1.90011201860698,0,0,0,0,0.1,0,0,0,0,1.90011201860698,0,0,0,0,5.3650596273162,0,1,0,0,5.93311279039219,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
6,0,0.1,0,0,0,0,2.12687545809035,0,0,0,0,0.1,0,0,0,0,2.12687545809035,0,0,0,0,6.19455801884284,0,1,0,0,6.52724041877613,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
7,0,0.1,0,0,0,0,2.52816752523254,0,0,0,0,0.1,0,0,0,0,2.52816752523254,0,0,0,0,6.77024565627212,0,1,0,0,7.06623641915346,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
8,0,0.1,0,0,0,0,2.88039498346335,0,0,0,0,0.1,0,0,0,0,2.88039498346335,0,0,0,0,7.18499977613179,0,1,0,0,7.43386787986561,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
9,0,0.1,0,0,0,0,3.48933034748973,0,0,0,0,0.1,0,0,0,0,3.48933034748973,0,0,0,0,7.2,0,1,0,0,7.5,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
10,0,0.1,0,0,0,0,4.68357630401572,0,0,0,0,0.1,0,0,0,0,4.68357630401572,0,0,0,0,7.2,0,1,0,0,7.5,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
