Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.214260819,0,0,0,0,0.1,0,0,0,0,1.214260819,0,0,0,0,0.1,0,0,0,0,1.33539745,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
2,0,0.1,0,0,0,0,1.53807077,0,0,0,0,0.1,0,0,0,0,1.53807077,0,0,0,0,1.67541646,0,0,0,0,2.311018227,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
3,0,0.1,0,1,0,0,1.633294223,0,0,0,0,0.1,0,1,0,0,1.633294223,0,0,0,0,2.927802158,0,0,0,0,3.782572406,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
4,0,0.1,0,1,0,0,1.734057838,0,0,0,0,0.1,0,1,0,0,1.734057838,0,0,0,0,4.394107933,0,0,0,0,5.480518446,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
5,0,0.1,0,1,0,0,1.849787975,0,0,0,0,0.1,0,1,0,0,1.849787975,0,0,0,0,5.533763827,0,0,0,0,6.355139208,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
6,0,0.1,0,1,0,0,1.988743995,0,0,0,0,0.1,0,1,0,0,1.988743995,0,0,0,0,6.35439633,0,0,0,0,6.926969286,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
7,0,0.479930467,0,1,0,0,2.321088298,0,0,0,0,0.479930467,0,1,0,0,2.321088298,0,0,0,0,6.862947221,0,0,0,0,7.395026724,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
8,0,1.154496198,0,1,0,0,2.668839552,0,0,0,0,1.154496198,0,1,0,0,2.668839552,0,0,0,0,7.6,0,0,0,0,7.8,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
9,0,1.922494323,0,1,0,0,3.040143142,0,0,0,0,1.922494323,0,1,0,0,3.040143142,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
10,0,2.403783168,0,1,0,0,3.921298311,0,0,0,0,2.403783168,0,1,0,0,3.921298311,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
