Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.5022096186135,0,0,0,0,0.1,0,0,0,0,1.5022096186135,0,0,0,0,0.520599809481979,0,0,0,0,1.55858849316188,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
2,0,0.1,0,0,0,0,1.66047381249274,0,0,0,0,0.1,0,0,0,0,1.66047381249274,0,0,0,0,2.25857337090384,0,0,0,0,2.91709107785038,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
3,0,0.0946277939111511,0,0,0,0,1.83977285523475,0,0,0,0,0.0946277939111511,0,0,0,0,1.83977285523475,0,0,0,0,4.04219617550936,0,0,0,0,5.14018492536676,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
4,0,1.52206980217809,0,0,0,0,2.16031243723357,0,0,0,0,1.52206980217809,0,0,0,0,2.16031243723357,0,0,0,0,5.50680106985698,0,0,0,0,6.33814323750343,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
5,0,2.60670774700567,0,0,0,0,2.73433924398433,0,0,0,0,2.60670774700567,0,0,0,0,2.73433924398433,0,0,0,0,6.50142743962223,0,0,0,0,7.04180628556631,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
6,0,3.27331245280269,0,0,0,0,3.68642618838706,0,0,0,0,3.27331245280269,0,0,0,0,3.68642618838706,0,0,0,0,7.1079207766243,0,0,0,0,7.58225035079774,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
7,0,4.31741020132975,0,0,0,0,5.26911615222754,0,0,0,0,4.31741020132975,0,0,0,0,5.26911615222754,0,0,0,0,7.6,0,0,0,0,7.8,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
8,0,6.05737224447832,0,0,0,0,6,0,0,0,0,6.05737224447832,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
