Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.34015441406575,0,0,0,0,0.1,0,0,0,0,1.34015441406575,0,0,0,0,0.647525134147351,0,0,0,0,1.59503692041657,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
2,0,0.1,0,0,0,0,1.58629844724121,0,0,0,0,0.1,0,0,0,0,1.58629844724121,0,0,0,0,2.35609336965861,0,0,0,0,3.03083634317218,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
3,0,1.28866752223384,0,0,0,0,1.70866990530951,0,0,0,0,1.28866752223384,0,0,0,0,1.70866990530951,0,0,0,0,4.19460860184764,0,0,0,0,5.28750029758636,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
4,0,2.68546043003941,0,1,0,0,1.85122764366345,0,0,0,0,2.68546043003941,0,1,0,0,1.85122764366345,0,0,0,0,5.10216453739015,0,1,0,0,5.72180876512546,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
5,0,3.77373187887761,0,1,0,0,2.06100588038768,0,0,0,0,3.77373187887761,0,1,0,0,2.06100588038768,0,0,0,0,6.06312334691779,0,1,0,0,6.45500888623783,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
6,0,5.66395702927756,0,1,0,0,2.52166621624368,0,0,0,0,5.66395702927756,0,1,0,0,2.52166621624368,0,0,0,0,6.70286363761442,0,1,0,0,7.05617701448007,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
7,0,6.69963594329551,0,1,0,0,2.93750439906057,0,0,0,0,6.69963594329551,0,1,0,0,2.93750439906057,0,0,0,0,7.17550669748264,0,1,0,0,7.45770908654998,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
8,0,7.21073811760225,0,1,0,0,3.95537301144569,0,0,0,0,7.21073811760225,0,1,0,0,3.95537301144569,0,0,0,0,7.2,0,1,0,0,7.5,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
