Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.502209619,0,0,0,0,0.1,0,0,0,0,1.502209619,0,0,0,0,0.664525678,0,0,0,0,1.599914065,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,7
2,0,0.076812247,0,0,0,0,1.663355457,0,1,0,0,0.076812247,0,0,0,0,1.663355457,0,1,0,0,2.369325411,0,0,0,0,3.048037108,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,7
3,0,2.179872494,0,0,0,0,1.84855196,0,1,0,0,2.179872494,0,0,0,0,1.84855196,0,1,0,0,4.21550721,0,0,0,0,5.307709714,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,7
4,0,3.250905134,0,0,0,0,2.199445278,0,1,0,0,3.250905134,0,0,0,0,2.199445278,0,1,0,0,5.692592962,0,0,0,0,6.455707548,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,7
5,0,5.120416362,0,0,0,0,2.786192311,0,1,0,0,5.120416362,0,0,0,0,2.786192311,0,1,0,0,6.605873784,0,0,0,0,7.145172539,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,7
6,0,6.682144432,0,0,0,0,3.970640248,0,1,0,0,6.682144432,0,0,0,0,3.970640248,0,1,0,0,7.6,0,0,0,0,7.8,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,7
7,0,7.268332616,0,0,0,0,5.398290183,0,1,0,0,7.268332616,0,0,0,0,5.398290183,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,7
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,7
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,7
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,7
