Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.56639567658208,0,0,0,0,0.1,0,0,0,0,1.56639567658208,0,0,0,0,0.953464717233402,0,0,0,0,1.68262807036662,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,6
2,0,0.1,0,0,0,0,1.8001398589601,0,0,0,0,0.1,0,0,0,0,1.8001398589601,0,0,0,0,2.62322585696781,0,0,0,0,3.37982529199872,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,6
3,0,0.1,0,0,0,0,2.2781146575525,0,0,0,0,0.1,0,0,0,0,2.2781146575525,0,0,0,0,4.6722032775042,0,0,0,0,5.74995240701277,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,6
4,0,0.1,0,0,0,0,3.15125155031561,0,1,0,0,0.1,0,0,0,0,3.15125155031561,0,1,0,0,6.10854623944663,0,0,0,0,6.70863815953703,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,6
5,0,0.1,0,0,0,0,5.2680751333155,0,1,0,0,0.1,0,0,0,0,5.2680751333155,0,1,0,0,6.87962490019265,0,0,0,0,7.41099654883491,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,6
6,0,0.715618534683951,0,0,0,0,6,0,1,0,0,0.715618534683951,0,0,0,0,6,0,1,0,0,7.5946151231132,0,0,0,0,7.8,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,6
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,6
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,6
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,6
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,6
