Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.502209619,0,0,0,0,0.1,0,0,0,0,1.502209619,0,0,0,0,0.1,0,0,0,0,1.358885004,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
2,0,0.1,0,0,0,0,1.66258058,0,0,0,0,0.1,0,0,0,0,1.66258058,0,0,0,0,1.735660783,0,0,0,0,2.369755382,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
3,0,0.1,0,0,0,0,1.847563404,0,0,0,0,0.1,0,0,0,0,1.847563404,0,0,0,0,3.034117538,0,0,0,0,3.927131983,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
4,0,0.1,0,1,0,0,2.196645197,0,0,0,0,0.1,0,1,0,0,2.196645197,0,0,0,0,4.534411189,0,0,0,0,5.61639665,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
5,0,0.1,0,1,0,0,2.783470624,0,0,0,0,0.1,0,1,0,0,2.783470624,0,0,0,0,5.662597883,0,0,0,0,6.436654983,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
6,0,0.1,0,1,0,0,3.958859927,0,0,0,0,0.1,0,1,0,0,3.958859927,0,0,0,0,6.457241343,0,0,0,0,7.012504574,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
7,0,0.1,0,1,0,0,5.393827782,0,0,0,0,0.1,0,1,0,0,5.393827782,0,0,0,0,6.942491657,0,0,0,0,7.470918517,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
8,0,0.53395082,0,1,0,0,6,0,0,0,0,0.53395082,0,1,0,0,6,0,0,0,0,7.6,0,0,0,0,7.8,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
