Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.5022096186135,0,0,0,0,0.1,0,0,0,0,1.5022096186135,0,0,0,0,0.1,0,0,0,0,1.35129223111689,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
2,0,0.1,0,0,0,0,1.66047381249274,0,0,0,0,0.1,0,0,0,0,1.66047381249274,0,0,0,0,1.71606596983476,0,0,0,0,2.35064336498558,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
3,0,1.12145491038206,0,0,0,0,1.83977285523475,0,0,0,0,1.12145491038206,0,0,0,0,1.83977285523475,0,0,0,0,2.7212220291174,0,1,0,0,3.43416753907216,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
4,0,2.60293018783971,0,0,0,0,2.16031243723357,0,0,0,0,2.60293018783971,0,0,0,0,2.16031243723357,0,0,0,0,3.55804435452207,0,1,0,0,4.36109536187824,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
5,0,3.47435723903288,0,0,0,0,2.73433924398433,0,0,0,0,3.47435723903288,0,0,0,0,2.73433924398433,0,0,0,0,4.67991399224133,0,1,0,0,5.31021274238812,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
6,0,5.19061258986131,0,0,0,0,3.68642618838706,0,0,0,0,5.19061258986131,0,0,0,0,3.68642618838706,0,0,0,0,5.53382122579985,0,1,0,0,6.06239304554561,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
7,0,6.57577522936297,0,0,0,0,5.26911615222754,0,0,0,0,6.57577522936297,0,0,0,0,5.26911615222754,0,0,0,0,6.22843921622189,0,1,0,0,6.55701240770441,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
8,0,7.12286161607051,0,0,0,0,6,0,0,0,0,7.12286161607051,0,0,0,0,6,0,0,0,0,6.72964339801709,0,1,0,0,7.03732236114281,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.117982028133,0,1,0,0,7.35356403929549,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,1,0,0,7.5,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
