Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.33991821488029,0,0,0,0,0.1,0,0,0,0,1.33991821488029,0,0,0,0,0.1,0,0,0,0,1.28137478663711,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
2,0,0.1,0,0,0,0,1.58620275128268,0,0,0,0,0.1,0,0,0,0,1.58620275128268,0,0,0,0,1.5409589820912,0,0,0,0,2.18016079331801,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
3,0,0.1,0,0,0,0,1.7085128118979,0,0,0,0,0.1,0,0,0,0,1.7085128118979,0,0,0,0,2.6907913300307,0,0,0,0,3.46870204602525,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
4,0,0.1,0,0,0,0,1.85097231365352,0,0,0,0,0.1,0,0,0,0,1.85097231365352,0,0,0,0,4.09263951146552,0,0,0,0,5.18892760269548,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
5,0,0.1,0,0,0,0,2.06018348345945,0,0,0,0,0.1,0,0,0,0,2.06018348345945,0,0,0,0,5.2593045783633,0,0,0,0,6.18311520641172,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
6,0,0.1,0,0,0,0,2.52078815903149,0,0,0,0,0.1,0,0,0,0,2.52078815903149,0,0,0,0,6.13221151452005,0,0,0,0,6.72988969571653,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
7,0,0.1,0,0,0,0,2.93616413671959,0,0,0,0,0.1,0,0,0,0,2.93616413671959,0,0,0,0,6.6773611720059,0,0,0,0,7.21532498127874,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
8,0,0.1,0,0,0,0,3.94932410050518,0,0,0,0,0.1,0,0,0,0,3.94932410050518,0,0,0,0,7.16289711010498,0,0,0,0,7.61186942349625,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
9,0,0.1,0,0,0,0,5.16027190085574,0,0,0,0,0.1,0,0,0,0,5.16027190085574,0,0,0,0,7.6,0,0,0,0,7.8,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
10,0,0.1,0,0,0,0,5.81814422700378,0,0,0,0,0.1,0,0,0,0,5.81814422700378,0,0,0,0,7.6,0,0,0,0,7.8,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
