Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.5022096186135,0,0,0,0,0.1,0,0,0,0,1.5022096186135,0,0,0,0,0.1,0,0,0,0,1.34607142743504,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
2,0,0.1,0,0,0,0,1.66047381249274,0,1,0,0,0.1,0,0,0,0,1.66047381249274,0,1,0,0,1.70265903040296,0,0,0,0,2.33757090300757,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
3,0,1.15143628636043,0,0,0,0,1.84183752454449,0,1,0,0,1.15143628636043,0,0,0,0,1.84183752454449,0,1,0,0,2.97661563431672,0,0,0,0,3.84764105264202,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
4,0,2.61761334749319,0,1,0,0,2.18044615672259,0,1,0,0,2.61761334749319,0,1,0,0,2.18044615672259,0,1,0,0,4.45716102878901,0,0,0,0,5.54156909907292,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
5,0,3.50640524858549,0,1,0,0,2.76771988185029,0,1,0,0,3.50640524858549,0,1,0,0,2.76771988185029,0,1,0,0,5.59159076445703,0,0,0,0,6.39166429905334,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
6,0,5.30192274408726,0,1,0,0,3.89064182720183,0,1,0,0,5.30192274408726,0,1,0,0,3.89064182720183,0,1,0,0,6.40069331002075,0,0,0,0,6.96742566105071,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
7,0,6.59732388809899,0,1,0,0,5.36802605113923,0,1,0,0,6.59732388809899,0,1,0,0,5.36802605113923,0,1,0,0,6.89926248627132,0,0,0,0,7.42976146148978,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
8,0,7.13809508530311,0,1,0,0,6,0,1,0,0,7.13809508530311,0,1,0,0,6,0,1,0,0,7.49153692106154,0,0,0,0,7.78251668565289,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,7.8,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
