Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.50340407355226,0,0,0,0,0.1,0,0,0,0,1.50340407355226,0,0,0,0,0.129217297822208,0,0,0,0,1.44580939236157,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
2,0,0.1,0,0,0,0,1.6656542791214,0,0,0,0,0.1,0,0,0,0,1.6656542791214,0,0,0,0,2.00185368626263,0,0,0,0,2.63038341186549,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
3,0,0.1,0,1,0,0,1.85148881464671,0,0,0,0,0.1,0,1,0,0,1.85148881464671,0,0,0,0,3.54906055754042,0,0,0,0,4.60661439173298,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
4,0,0.1,0,1,0,0,2.20776967823063,0,0,0,0,0.1,0,1,0,0,2.20776967823063,0,0,0,0,5.14630123377941,0,0,0,0,6.1128892409711,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
5,0,0.1,0,1,0,0,2.79428202711825,0,0,0,0,0.1,0,1,0,0,2.79428202711825,0,0,0,0,6.18880235520242,0,0,0,0,6.78051698736249,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
6,0,0.1,0,1,0,0,4.00282113453861,0,0,0,0,0.1,0,1,0,0,4.00282113453861,0,0,0,0,6.8198184621948,0,0,0,0,7.35358844145581,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
7,0,0.1,0,1,0,0,5.41156063384544,0,0,0,0,0.1,0,1,0,0,5.41156063384544,0,0,0,0,7.47797531926777,0,0,0,0,7.77567066226238,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
8,0,0.1,0,1,0,0,6,0,0,0,0,0.1,0,1,0,0,6,0,0,0,0,7.6,0,0,0,0,7.8,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,8
