Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.5022096186135,0,0,0,0,0.1,0,0,0,0,1.5022096186135,0,0,0,0,0.1,0,0,0,0,0.981739758162836,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
2,0,0.1,0,0,0,0,1.66047381249274,0,0,0,0,0.1,0,0,0,0,1.66047381249274,0,0,0,0,0.846193423494533,0,0,0,0,1.65195918052998,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
3,0,0.1,0,0,0,0,1.83977285523475,0,0,0,0,0.1,0,0,0,0,1.83977285523475,0,0,0,0,1.71384301019403,0,0,0,0,2.34847562384598,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
4,0,0.1,0,0,0,0,2.16031243723357,0,0,0,0,0.1,0,0,0,0,2.16031243723357,0,0,0,0,2.54763191071572,0,0,0,0,3.28068670999568,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
5,0,0.1,0,0,0,0,2.73433924398433,0,0,0,0,0.1,0,0,0,0,2.73433924398433,0,0,0,0,3.51646047750798,0,0,0,0,4.56410170249154,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
6,0,0.643364265071914,0,0,0,0,3.68642618838706,0,0,0,0,0.643364265071914,0,0,0,0,3.68642618838706,0,0,0,0,4.52081271276146,0,0,0,0,5.60322214687259,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
7,0,1.49681867408152,0,0,0,0,5.26911615222754,0,0,0,0,1.49681867408152,0,0,0,0,5.26911615222754,0,0,0,0,5.31909180974214,0,0,0,0,6.22040755445448,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
8,0,2.25115838100605,0,0,0,0,6,0,0,0,0,2.25115838100605,0,0,0,0,6,0,0,0,0,6.01692983985666,0,0,0,0,6.62595077837046,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45651536559622,0,0,0,0,7.01202948192367,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78806420482857,0,0,0,0,7.32295155673491,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
