Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.5022096186135,0,0,0,0,0.1,0,0,0,0,1.5022096186135,0,0,0,0,0.1,0,0,0,0,1.07829019711856,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
2,0,0.1,0,0,0,0,1.66047381249274,0,0,0,0,0.1,0,0,0,0,1.66047381249274,0,0,0,0,1.08393208835783,0,0,0,0,1.76779199516371,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
3,0,1.48164628447923,0,0,0,0,1.83977285523475,0,0,0,0,1.48164628447923,0,0,0,0,1.83977285523475,0,0,0,0,1.93031275252817,0,0,0,0,2.56001776301386,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
4,0,2.78264101745075,0,0,0,0,2.16031243723357,0,0,0,0,2.78264101745075,0,0,0,0,2.16031243723357,0,0,0,0,2.85114774605217,0,0,0,0,3.68069098150026,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
5,0,4.0526454286687,0,0,0,0,2.73433924398432,0,0,0,0,4.0526454286687,0,0,0,0,2.73433924398432,0,0,0,0,3.97555321331429,0,0,0,0,5.08306683147048,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
6,0,6.02303411184788,0,0,0,0,3.68642618838705,0,0,0,0,6.02303411184788,0,0,0,0,3.68642618838705,0,0,0,0,5.00446893416628,0,0,0,0,6.02520544591201,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
7,0,6.85392305978524,0,0,0,0,5.26911615222754,0,0,0,0,6.85392305978524,0,0,0,0,5.26911615222754,0,0,0,0,5.69201324290288,0,0,0,0,6.45533905894981,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
8,0,7.32092711012758,0,0,0,0,6,0,0,0,0,7.32092711012758,0,0,0,0,6,0,0,0,0,6.28198617940073,0,0,0,0,6.86325446887265,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69091855383444,0,0,0,0,7.22857252082991,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04036588268263,0,0,0,0,7.54587758636434,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
