Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.53611398649222,0,0,0,0,0.1,0,0,0,0,1.53611398649222,0,0,0,0,0.1,0,0,0,0,0.694748072331491,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
2,0,0.1,0,0,0,0,1.72976356287621,0,0,0,0,0.1,0,0,0,0,1.72976356287621,0,0,0,0,0.472512540586848,0,0,0,0,1.54476316527837,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
3,0,0.0946277939111515,0,0,0,0,1.97952217446949,0,0,0,0,0.0946277939111515,0,0,0,0,1.97952217446949,0,0,0,0,1.49158996268858,0,0,0,0,2.13219231806536,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
4,0,1.52206980217809,0,0,0,0,2.64320943708713,0,0,0,0,1.52206980217809,0,0,0,0,2.64320943708713,0,0,0,0,2.22221264758823,0,0,0,0,2.87631923240564,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
5,0,2.60670774700567,0,0,0,0,3.77282982351892,0,0,0,0,2.60670774700567,0,0,0,0,3.77282982351892,0,0,0,0,3.02645370740468,0,0,0,0,3.91628967554515,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
6,0,3.27331245280269,0,0,0,0,5.49394427450487,0,0,0,0,3.27331245280269,0,0,0,0,5.49394427450487,0,0,0,0,3.97994533549724,0,0,0,0,5.08600613443684,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
7,0,4.31741020132975,0,0,0,0,6,0,0,0,0,4.31741020132975,0,0,0,0,6,0,0,0,0,4.82330866811696,0,0,0,0,5.89653928759047,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4470503860752,0,0,0,0,6.30055615291822,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05378139702191,0,0,0,0,6.65928742935734,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.44953126559323,0,0,0,0,7.00745620641084,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
