Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.22366521058225,0,0,0,0,0.1,0,0,0,0,1.22366521058225,0,0,0,0,0.1,0,0,0,0,1.29983574833056,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
2,0,0.1,0,1,0,0,1.54149365566767,0,0,0,0,0.1,0,1,0,0,1.54149365566767,0,0,0,0,1.58626914589782,0,0,0,0,2.22422224531984,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
3,0,0.1,0,1,0,0,1.63839807066567,0,0,0,0,0.1,0,1,0,0,1.63839807066567,0,0,0,0,2.76991990345035,0,0,0,0,3.57311993785783,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
4,0,0.1,0,1,0,0,1.74165118118319,0,0,0,0,0.1,0,1,0,0,1.74165118118319,0,0,0,0,4.19239582669173,0,0,0,0,5.28536063488649,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
5,0,0.1,0,1,0,0,1.86100387406194,0,0,0,0,0.1,0,1,0,0,1.86100387406194,0,0,0,0,5.34970851752486,0,0,0,0,6.23954276055009,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
6,0,0.1,0,1,0,0,2.01042463572132,0,0,0,0,0.1,0,1,0,0,2.01042463572132,0,0,0,0,6.20577975550779,0,0,0,0,6.79565068426237,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
7,0,0.1,0,1,0,0,2.36931180088271,0,0,0,0,0.1,0,1,0,0,2.36931180088271,0,0,0,0,6.74084159371468,0,0,0,0,7.27719489787656,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
8,0,0.1,0,1,0,0,2.71489278470415,0,0,0,0,0.1,0,1,0,0,2.71489278470415,0,0,0,0,7.26454523225476,0,0,0,0,7.66670346883948,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
9,0,0.1,0,1,0,0,3.13685926558224,0,0,0,0,0.1,0,1,0,0,3.13685926558224,0,0,0,0,7.6,0,0,0,0,7.8,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
10,0,0.1,0,1,0,0,4.09474570689252,0,0,0,0,0.1,0,1,0,0,4.09474570689252,0,0,0,0,7.6,0,0,0,0,7.8,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
