Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.514671266,0,0,0,0,0.1,0,0,0,0,1.514671266,0,0,0,0,0.1,0,0,0,0,1.267589578,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
2,0,0.1,0,0,0,0,1.68485351,0,0,0,0,0.1,0,0,0,0,1.68485351,0,0,0,0,1.518710724,0,0,0,0,2.158538585,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
3,0,0.094627794,0,0,0,0,1.887012988,0,0,0,0,0.094627794,0,0,0,0,1.887012988,0,0,0,0,2.658665331,0,0,0,0,3.426411039,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
4,0,1.522069802,0,0,0,0,2.340553824,0,0,0,0,1.522069802,0,0,0,0,2.340553824,0,0,0,0,4.056438368,0,0,0,0,5.153945614,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
5,0,2.606707747,0,0,0,0,2.953844377,0,0,0,0,2.606707747,0,0,0,0,2.953844377,0,0,0,0,5.22879879,0,0,0,0,6.16412433,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
6,0,3.273312453,0,0,0,0,4.420140861,0,0,0,0,3.273312453,0,0,0,0,4.420140861,0,0,0,0,6.108511244,0,0,0,0,6.708606709,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
7,0,4.317410201,0,0,0,0,5.721571454,0,0,0,0,4.317410201,0,0,0,0,5.721571454,0,0,0,0,6.657250445,0,0,0,0,7.19564028,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
8,0,6.057372244,0,0,0,0,6,0,0,0,0,6.057372244,0,0,0,0,6,0,0,0,0,7.6,0,0,0,0,7.8,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
