Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.5022096186135,0,0,0,0,0.1,0,0,0,0,1.5022096186135,0,0,0,0,0.1,0,0,0,0,1.34607142743504,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
2,0,0.1,0,0,0,0,1.66295041613506,0,0,0,0,0.1,0,0,0,0,1.66295041613506,0,0,0,0,1.70265903040296,0,0,0,0,2.33757090300757,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
3,0,0.0946277939111511,0,0,0,0,1.84803513858968,0,0,0,0,0.0946277939111511,0,0,0,0,1.84803513858968,0,0,0,0,2.98704297303178,0,0,0,0,3.86156031552793,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
4,0,1.52206980217809,0,0,0,0,2.19798126030309,0,0,0,0,1.52206980217809,0,0,0,0,2.19798126030309,0,0,0,0,4.52399608702982,0,0,0,0,5.60630619477424,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
5,0,2.60670774700567,0,0,0,0,2.78476931790008,0,0,0,0,2.60670774700567,0,0,0,0,2.78476931790008,0,0,0,0,5.68277888128693,0,0,0,0,6.44947061362148,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
6,0,3.27331245280269,0,0,0,0,3.96448136165763,0,0,0,0,3.27331245280269,0,0,0,0,3.96448136165763,0,0,0,0,6.48907477303525,0,0,0,0,7.0332813010848,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
7,0,4.31741020132975,0,0,0,0,5.3959569392737,0,0,0,0,4.31741020132975,0,0,0,0,5.3959569392737,0,0,0,0,6.97466149227548,0,0,0,0,7.50134579009131,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
8,0,6.05737224447832,0,0,0,0,6,0,0,0,0,6.05737224447832,0,0,0,0,6,0,0,0,0,7.55557058950044,0,0,0,0,7.8,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,7.8,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
