Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.5022096186135,0,0,0,0,0.1,0,0,0,0,1.5022096186135,0,0,0,0,0.1,0,0,0,0,1.12243006509631,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
2,0,0.1,0,0,0,0,1.66388107546894,0,0,0,0,0.1,0,0,0,0,1.66388107546894,0,0,0,0,1.17707697385433,0,0,0,0,1.84752587542762,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
3,0,0.1,0,0,0,0,1.8492229224719,0,0,0,0,0.1,0,0,0,0,1.8492229224719,0,0,0,0,2.08469159965595,0,0,0,0,2.72261062850387,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
4,0,0.1,0,0,0,0,2.20134633313158,0,1,0,0,0.1,0,0,0,0,2.20134633313158,0,1,0,0,3.09259858716324,0,0,0,0,4.0091685974587,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
5,0,0.348575600162515,0,0,0,0,2.78803998730968,0,1,0,0,0.348575600162515,0,0,0,0,2.78803998730968,0,1,0,0,4.25662730841389,0,0,0,0,5.34748074021006,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
6,0,1.26229596028079,0,0,0,0,3.97863627268821,0,1,0,0,1.26229596028079,0,0,0,0,3.97863627268821,0,1,0,0,5.22708802648962,0,0,0,0,6.16306004689136,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
7,0,2.177419270034,0,0,0,0,5.4013202217236,0,1,0,0,2.177419270034,0,0,0,0,5.4013202217236,0,1,0,0,6.01254508663802,0,0,0,0,6.62197769089055,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
8,0,2.67234096877476,0,0,0,0,6,0,1,0,0,2.67234096877476,0,0,0,0,6,0,1,0,0,6.51045872957057,0,0,0,0,7.05078359092611,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.86999304410828,0,0,0,0,7.40177721105663,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32515628484012,0,0,0,0,7.69946034247584,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
