Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.51743152835153,0,0,0,0,0.1,0,0,0,0,1.51743152835153,0,0,0,0,0.218248393643677,0,0,0,0,1.47151459386546,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
2,0,0.1,0,0,0,0,1.69042010060488,0,0,0,0,0.1,0,0,0,0,1.69042010060488,0,0,0,0,2.24034411514233,0,1,0,0,2.75284325636386,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
3,0,0.1,0,1,0,0,1.89809176339971,0,0,0,0,0.1,0,1,0,0,1.89809176339971,0,0,0,0,2.72463759654335,0,1,0,0,3.41759445707583,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
4,0,0.1,0,1,0,0,2.38397942491475,0,0,0,0,0.1,0,1,0,0,2.38397942491475,0,0,0,0,3.72625907148783,0,1,0,0,4.48061528647736,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
5,0,0.1,0,1,0,0,3.01091174266845,0,0,0,0,0.1,0,1,0,0,3.01091174266845,0,0,0,0,4.99278386586241,0,1,0,0,5.48379428659165,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
6,0,0.1,0,1,0,0,4.62999460952793,0,0,0,0,0.1,0,1,0,0,4.62999460952793,0,0,0,0,5.85620972633516,0,1,0,0,6.23727800559478,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
7,0,0.1,0,1,0,0,5.8221518944593,0,0,0,0,0.1,0,1,0,0,5.8221518944593,0,0,0,0,6.49582898621925,0,1,0,0,6.80756682990533,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00892204050601,0,1,0,0,7.22272735478888,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,1,0,0,7.5,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,1,0,0,7.5,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
