Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.5022096186135,0,0,0,0,0.1,0,0,0,0,1.5022096186135,0,0,0,0,0.1,0,0,0,0,1.34607142743504,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
2,0,0.1,0,0,0,0,1.66097637408783,0,0,0,0,0.1,0,0,0,0,1.66097637408783,0,0,0,0,2.175964753674,0,1,0,0,2.67931133452573,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
3,0,0.1,0,0,0,0,1.84551906406514,0,0,0,0,0.1,0,0,0,0,1.84551906406514,0,0,0,0,2.57397363989492,0,1,0,0,3.18142721088304,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
4,0,0.1,0,0,0,0,2.19085774562204,0,0,0,0,0.1,0,0,0,0,2.19085774562204,0,0,0,0,3.19403412311869,0,1,0,0,4.00609841165451,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
5,0,0.1,0,0,0,0,2.77784434423242,0,0,0,0,0.1,0,0,0,0,2.77784434423242,0,0,0,0,4.33384997727199,0,1,0,0,5.07419921254675,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
6,0,0.1,0,0,0,0,3.93450046343409,0,0,0,0,0.1,0,0,0,0,3.93450046343409,0,0,0,0,5.2866679783752,0,1,0,0,5.81332594762349,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
7,0,0.1,0,0,0,0,5.38460674563763,0,0,0,0,0.1,0,0,0,0,5.38460674563763,0,0,0,0,6.05812613955358,0,1,0,0,6.37581527764351,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
8,0,0.1,0,0,0,0,6,0,0,0,0,0.1,0,0,0,0,6,0,0,0,0,6.56863878520676,0,1,0,0,6.88015787527531,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01280488607696,0,1,0,0,7.22657769239705,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,1,0,0,7.5,0,1,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
