Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.247322108,0,0,0,0,0.1,0,0,0,0,1.247322108,0,0,0,0,0.260952733,0,0,0,0,1.483833867,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
2,0,0.1,0,0,0,0,1.550225171,0,0,0,0,0.1,0,0,0,0,1.550225171,0,0,0,0,2.082183995,0,0,0,0,2.719814917,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
3,0,0.094627794,0,0,0,0,1.651584659,0,0,0,0,0.094627794,0,0,0,0,1.651584659,0,0,0,0,3.730450379,0,0,0,0,4.842682073,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
4,0,1.522069802,0,0,0,0,1.761500034,0,0,0,0,1.522069802,0,0,0,0,1.761500034,0,0,0,0,5.283862377,0,0,0,0,6.198421415,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
5,0,2.606707747,0,0,0,0,1.890652659,0,0,0,0,2.606707747,0,0,0,0,1.890652659,0,0,0,0,6.315206737,0,0,0,0,6.892550824,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
6,0,3.273312453,0,0,0,0,2.098481883,0,0,0,0,3.273312453,0,0,0,0,2.098481883,0,0,0,0,6.927360098,0,0,0,0,7.45653607,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
7,0,4.317410201,0,0,0,0,2.499777341,0,0,0,0,4.317410201,0,0,0,0,2.499777341,0,0,0,0,7.6,0,0,0,0,7.8,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
8,0,6.057372244,0,0,0,0,2.839680796,0,0,0,0,6.057372244,0,0,0,0,2.839680796,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
9,0,6.703871348,0,0,0,0,3.401922676,0,0,0,0,6.703871348,0,0,0,0,3.401922676,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
10,0,7.126763884,0,0,0,0,4.467325009,0,0,0,0,7.126763884,0,0,0,0,4.467325009,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,10
