Run,F1_HP_Clog_Type,F1_HP_Clog_Value1,F1_HP_Clog_Value2,F1_HP_Leak_Time,F1_HP_Leak_Profile,F1_LP_Clog_Type,F1_LP_Clog_Value1,F1_LP_Clog_Value2,F1_LP_Clog_LeakTime,F1_LP_Leak_Profile,F2_HP_Clog_Type,F2_HP_Clog_Value1,F2_HP_Clog_Value2,F2_HP_Clog_LeakTime,F2_HP_Clog_Profile,F2_LP_Clog_Type,F2_LP_Clog_Value1,F2_LP_Clog_Value2,F2_LP_Clog_LeakTime,F2_LP_Clog_Profile,C1_Clog_Type,C1_Clog_Value1,C1_Clog_Value2,C1_Clog_LeakTime,C1_Clog_LeakProfile,C2_Clog_Type,C2_Clog_Value1,C2_Clog_Value2,C2_Clog_LeakTime,C2_Clog_Profile,F1_HP_RampRate,F1_HP_RampTime,F1_LP_RampRate,F1_LP_RampTime,F2_HP_RampRate,F2_HP_RampTime,F2_LP_RampRate,F2_LP_RampTime,C1_RampRate,C1_RampTime,C1_RampRate1,C1_RampTime1,ProfileCount,Run_Count,RunCount
1,0,0.1,0,0,0,0,1.48446564534696,0,0,0,0,0.1,0,0,0,0,1.48446564534696,0,0,0,0,0.1,0,0,0,0,1.39341129271614,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
2,0,0.1,0,0,0,0,1.64898676719727,0,0,0,0,0.1,0,0,0,0,1.64898676719727,0,0,0,0,1.82621947445351,0,0,0,0,2.45817816584654,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
3,0,0.11410798286851,0,0,0,0,1.81823341847933,0,0,0,0,0.11410798286851,0,0,0,0,1.81823341847933,0,0,0,0,3.19092161865671,0,0,0,0,4.13824084010613,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
4,0,1.55569445840666,0,0,0,0,2.08079107977152,0,0,0,0,1.55569445840666,0,0,0,0,2.08079107977152,0,0,0,0,4.75115882066978,0,0,0,0,5.82653021968842,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
5,0,2.62110241427892,0,0,0,0,2.63895265465166,0,0,0,0,2.62110241427892,0,0,0,0,2.63895265465166,0,0,0,0,5.86258622716627,0,0,0,0,6.54682532270225,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
6,0,3.29800796079832,0,0,0,0,3.34793218111338,0,0,0,0,3.29800796079832,0,0,0,0,3.34793218111338,0,0,0,0,6.57431376628799,0,0,0,0,7.1140455507148,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
7,0,4.34501849958331,0,0,0,0,5.05965631493503,0,0,0,0,4.34501849958331,0,0,0,0,5.05965631493503,0,0,0,0,7.09285635716889,0,0,0,0,7.57413756809662,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
8,0,6.08625235079906,0,0,0,0,5.88541023321809,0,0,0,0,6.08625235079906,0,0,0,0,5.88541023321809,0,0,0,0,7.6,0,0,0,0,7.8,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,7.8,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,3,,9
