,Cooling System 1 Flow,Fuel System 2  Injector Flow,Cooling System 2 Flow,Fuel System 1  Injector Flow,Fuel System 2  Service Flow,Fuel System 1  Service Flow,Fuel System 1  HP Relief Flow,Fuel System 2  HP Relief Flow
391,6.277,7.406,6.667,6.897,11.106,11.039,6.251,6.897
392,6.277,7.145,6.667,6.897,10.533,10.592,6.251,6.897
393,6.277,7.145,6.667,6.897,10.533,10.592,6.251,7.143
394,6.424,7.145,6.452,6.897,10.52,10.528,6.061,7.143
395,6.424,7.222,6.452,6.897,10.52,10.528,6.061,7.143
396,6.424,7.222,6.452,6.897,10.528,11.111,6.061,6.898
397,6.437,7.324,6.666,6.895,10.528,11.111,6.061,6.898
398,6.437,7.324,6.666,6.895,10.531,10.522,5.881,6.898
399,6.437,7.324,6.666,6.895,10.531,10.522,5.881,6.897
400,6.264,7.144,6.454,6.897,10.522,11.116,5.881,6.897
401,6.264,7.144,6.454,6.897,10.526,10.524,6.06,6.897
402,6.264,7.144,6.454,6.897,10.526,10.524,6.06,6.665
403,6.249,7.141,6.451,6.895,10.531,11.109,6.06,6.665
404,6.249,7.141,6.451,6.895,10.531,11.109,6.063,6.665
405,6.249,7.141,6.451,6.895,10.522,10.524,6.063,6.668
406,6.452,7.406,6.666,6.897,10.522,10.524,6.063,6.668
407,6.452,7.406,6.666,6.897,10.522,10.526,6.063,6.668
408,6.452,7.143,6.666,6.897,10.522,10.526,5.876,6.667
409,6.249,7.143,6.662,6.897,11.116,11.109,5.876,6.667
410,6.249,7.143,6.662,6.897,11.116,11.109,5.876,6.667
411,6.249,7.144,6.662,6.843,10.522,10.528,5.89,6.45
412,6.249,7.144,6.456,6.843,10.522,10.528,5.89,6.45
413,6.25,7.144,6.456,6.843,10.535,11.114,5.89,6.45
414,6.25,7.408,6.456,6.948,10.535,10.524,6.057,6.897
415,6.25,7.408,6.667,6.948,10.524,10.524,6.057,6.897
416,6.249,7.408,6.667,6.948,10.524,11.106,6.057,6.897
417,6.249,7.41,6.667,6.899,10.524,11.106,6.057,6.668
418,6.249,7.41,6.667,6.899,10.528,10.531,6.061,6.668
419,6.252,7.403,6.448,6.899,10.528,10.531,6.061,6.668
420,6.252,7.403,6.448,6.897,10.531,11.114,6.061,6.896
421,6.252,7.403,6.448,6.897,10.531,11.114,5.883,6.896
422,6.452,7.144,6.669,6.897,10.516,11.101,5.883,6.897
423,6.452,7.144,6.669,7.144,10.516,11.101,5.883,6.897
424,6.452,7.144,6.669,7.144,10.533,10.535,6.252,6.897
425,6.248,7.144,6.452,7.144,10.533,11.109,6.252,6.667
426,6.248,7.144,6.452,6.899,10.528,11.109,6.252,6.667
427,6.248,7.144,6.452,6.899,10.528,10.524,6.25,6.667
428,6.248,7.406,6.668,6.899,10.52,10.524,6.25,6.898
429,6.252,7.406,6.668,7.141,10.52,11.114,6.25,6.898
430,6.252,7.142,6.668,7.141,10.531,11.114,6.25,6.898
431,6.252,7.142,6.667,6.897,10.531,10.528,6.059,6.897
432,6.249,7.142,6.667,6.897,10.528,10.528,6.059,6.897
433,6.249,7.411,6.667,6.897,10.528,11.111,6.059,6.897
434,6.249,7.411,6.451,6.897,10.52,11.111,6.059,6.882
435,6.249,7.411,6.451,6.897,11.114,10.524,6.059,6.882
436,6.249,7.397,6.451,6.897,11.114,10.524,6.059,6.882
437,6.249,7.397,6.452,6.895,10.526,11.114,6.065,6.679
438,6.25,7.397,6.452,6.895,10.526,11.114,6.065,6.679
439,6.25,7.206,6.452,6.895,10.52,11.114,6.065,6.679
440,6.25,7.206,6.45,6.667,10.52,10.522,6.065,6.897
441,6.453,7.352,6.45,6.667,10.526,10.522,6.058,6.897
442,6.453,7.352,6.45,6.667,10.526,11.118,6.058,6.897
443,6.453,7.352,6.668,6.668,10.008,11.118,6.058,6.668
444,6.249,7.139,6.668,6.668,10.008,10.526,6.059,6.668
445,6.249,7.139,6.668,6.668,10.522,10.526,6.059,6.668
446,6.249,7.139,6.452,6.667,10.522,11.111,6.059,6.896
447,6.249,7.146,6.452,6.667,10.533,11.111,6.061,6.896
448,6.25,7.146,6.452,6.667,10.533,11.051,6.061,6.896
449,6.25,7.146,6.45,6.893,10.52,10.576,6.061,6.667
450,6.25,7.141,6.45,6.893,10.52,10.576,6.061,6.667
451,6.251,7.141,6.45,6.893,11.087,11.075,5.882,6.667
452,6.251,7.143,6.669,6.669,11.087,11.075,5.882,6.668
453,6.251,7.143,6.669,6.669,10.555,10.568,5.882,6.668
454,6.408,7.143,6.669,6.669,10.522,10.568,6.061,6.668
455,6.408,7.41,6.451,6.885,10.522,11.106,6.061,6.452
456,6.408,7.41,6.451,6.885,10.528,11.106,6.061,6.452
457,6.291,7.41,6.451,6.885,10.528,10.524,5.884,6.452
458,6.291,7.141,6.668,6.673,10.526,10.524,5.884,6.669
459,6.291,7.141,6.668,6.673,10.526,10.98,5.884,6.669
460,6.251,7.141,6.668,6.673,10.524,10.98,5.884,6.669
461,6.251,7.144,6.452,6.668,10.524,10.651,6.058,6.883
462,6.251,7.144,6.452,6.668,10.531,11.109,6.058,6.883
463,6.251,7.144,6.452,6.668,10.531,11.109,6.058,6.883
464,6.249,7.144,6.451,6.668,10.901,10.524,6.063,6.68
465,6.249,7.144,6.451,6.668,10.901,10.524,6.063,6.68
466,6.249,7.206,6.451,6.668,10.714,11.109,6.063,6.68
467,6.452,7.206,6.666,6.897,10.714,11.109,6.058,6.891
468,6.452,7.206,6.666,6.897,10.531,10.528,6.058,6.891
469,6.452,7.338,6.666,6.897,10.531,10.528,6.058,6.891
470,6.249,7.338,6.666,6.896,10.526,11.114,6.063,6.889
471,6.249,7.338,6.45,6.896,10.522,11.114,6.063,6.889
472,6.249,7.144,6.45,6.896,10.522,11.006,6.063,6.889
473,6.452,7.144,6.45,6.892,10.533,10.62,6.063,6.46
474,6.452,7.144,6.652,6.892,10.533,10.62,6.059,6.46
475,6.452,7.391,6.652,6.892,11.106,11.114,6.059,6.46
476,6.442,7.391,6.652,6.895,11.106,11.114,6.059,6.667
477,6.442,7.158,6.465,6.895,10.533,10.528,6.06,6.667
478,6.442,7.158,6.465,6.895,10.533,10.528,6.06,6.667
479,6.259,7.158,6.465,6.904,10.526,11.109,6.06,6.666
480,6.259,6.897,6.452,6.904,10.526,11.109,6.061,6.666
481,6.259,6.897,6.452,6.897,10.52,10.524,6.061,6.666
482,6.248,6.897,6.452,6.897,10.52,10.524,6.061,6.898
483,6.248,7.144,6.453,6.897,10.533,11.104,6.061,6.898
484,6.248,7.144,6.453,6.901,10.533,11.111,5.882,6.898
485,6.248,7.144,6.453,6.901,10.656,11.111,5.882,6.667
486,6.452,7.142,6.668,6.901,10.656,10.528,5.882,6.667
487,6.452,7.142,6.668,6.894,10.396,10.528,5.884,6.667
488,6.452,7.142,6.668,6.894,11.087,11.116,5.884,6.899
489,6.25,7.405,6.451,6.894,11.087,11.116,5.884,6.899
490,6.25,7.405,6.451,6.897,10.55,11.109,6.061,6.899
491,6.25,7.407,6.451,6.897,10.55,11.109,6.061,6.664
492,6.438,7.407,6.667,6.897,10.522,10.524,6.061,6.664
493,6.438,7.407,6.667,6.897,10.522,10.524,6.061,6.664
494,6.438,7.408,6.667,6.897,10.533,11.116,6.249,6.668
495,6.264,7.408,6.452,6.897,10.533,10.94,6.249,6.668
496,6.264,7.408,6.452,6.895,10.526,10.94,6.249,6.668
497,6.264,7.143,6.452,6.895,10.526,10.682,6.061,6.667
498,6.25,7.143,6.665,6.895,10.524,10.682,6.061,6.667
499,6.25,7.41,6.665,7.144,10.524,11.109,6.061,6.667
500,6.25,7.41,6.665,7.144,10.531,11.109,6.249,6.663
501,6.452,7.41,6.451,7.144,10.531,10.528,6.249,6.663
502,6.452,7.142,6.451,6.894,10.522,10.528,6.249,7.137
503,6.452,7.142,6.451,6.894,10.522,11.111,6.061,7.137
504,6.452,7.142,6.667,6.894,10.516,11.111,6.061,7.137
505,6.249,7.142,6.667,6.671,10.537,10.524,6.061,6.905
506,6.249,7.142,6.667,6.671,10.537,10.524,6.061,6.905
507,6.249,7.142,6.452,6.671,11.106,11.111,6.025,6.905
508,6.252,7.143,6.452,6.664,11.106,10.528,6.025,6.667
509,6.252,7.143,6.452,6.664,10.528,10.528,6.025,6.667
510,6.252,7.143,6.511,6.664,10.528,11.109,6.057,6.667
511,6.25,7.405,6.511,6.667,10.531,11.109,6.057,6.667
512,6.25,7.405,6.511,6.667,10.531,10.528,6.057,6.667
513,6.25,7.144,6.607,6.667,10.52,10.528,5.919,6.667
514,6.249,7.144,6.607,6.774,10.52,11.111,5.919,6.665
515,6.249,7.144,6.607,6.774,10.531,11.111,5.919,6.665
516,6.249,7.405,6.666,6.774,10.531,11.116,5.919,6.665
517,6.452,7.405,6.666,6.786,10.531,11.116,6.06,6.454
518,6.452,7.405,6.666,6.786,10.531,11.104,6.06,6.454
519,6.452,7.411,6.452,6.786,10.52,10.531,6.06,6.454
520,6.25,7.411,6.452,6.665,10.52,10.531,6.062,6.667
521,6.25,7.407,6.452,6.665,10.531,11.109,6.062,6.667
522,6.25,7.407,6.666,6.898,10.524,11.109,6.062,6.667
523,6.25,7.407,6.666,6.898,10.524,10.528,5.882,6.894
524,6.25,7.408,6.666,6.898,10.52,10.528,5.882,6.894
525,6.25,7.408,6.666,6.895,10.52,10.531,5.882,6.894
526,6.25,7.408,6.451,6.895,10.533,10.531,5.882,6.668
527,6.449,7.141,6.451,6.895,10.533,11.114,5.884,6.668
528,6.449,7.141,6.451,6.811,10.522,11.114,5.884,6.668
529,6.449,7.141,6.665,6.811,10.522,10.522,5.884,6.894
530,6.252,7.408,6.665,6.811,10.528,10.522,6.058,6.894
531,6.252,7.408,6.665,6.748,10.528,11.111,6.058,6.894
532,6.252,7.142,6.667,6.748,10.531,10.526,6.058,6.9
533,6.269,7.142,6.667,6.748,10.531,10.526,6.061,6.9
534,6.269,7.142,6.667,6.897,10.524,11.111,6.061,6.9
535,6.269,7.142,6.667,6.897,10.524,11.111,6.061,6.895
536,6.432,7.142,6.667,6.897,10.524,11.044,6.061,6.895
537,6.432,7.142,6.667,6.668,10.524,11.044,6.061,6.895
538,6.432,7.145,6.454,6.668,10.531,10.592,6.061,7.148
539,6.452,7.145,6.454,6.668,10.531,10.592,6.061,7.148
540,6.452,7.145,6.454,6.666,10.524,11.106,6.061,7.148
541,6.452,7.145,6.449,6.666,11.061,11.106,6.061,6.894
542,6.452,7.145,6.449,6.666,11.061,10.524,6.061,6.894
543,6.251,7.145,6.449,6.666,10.572,11.114,6.06,6.894
544,6.251,7.141,6.67,6.666,10.572,11.114,6.06,6.897
545,6.251,7.141,6.67,6.666,10.522,10.827,6.06,6.897
546,6.249,7.408,6.67,6.667,10.522,10.827,6.06,6.897
547,6.249,7.408,6.665,6.667,10.535,10.793,6.22,6.901
548,6.249,7.408,6.665,6.667,10.535,10.793,6.22,6.901
549,6.25,6.897,6.665,6.668,10.52,10.528,6.22,6.901
550,6.25,6.897,6.452,6.668,10.52,10.528,5.908,6.661
551,6.25,6.897,6.452,6.668,10.522,11.111,5.908,6.661
552,6.25,7.141,6.452,6.667,10.522,11.111,5.908,6.898
553,6.25,7.141,6.455,6.667,10.528,11.106,6.252,6.898
554,6.25,7.141,6.455,6.667,10.528,11.106,6.252,6.898
555,6.452,7.142,6.455,6.897,10.526,10.526,6.252,6.895
556,6.452,7.142,6.658,6.897,10.526,11.101,6.061,6.895
557,6.452,7.142,6.658,6.897,10.526,11.101,6.061,6.895
558,6.249,7.144,6.658,6.668,10.533,10.535,6.061,6.897
559,6.249,7.144,6.454,6.668,10.533,10.535,6.061,6.897
560,6.249,7.408,6.454,6.668,10.518,10.524,6.06,6.897
561,6.249,7.408,6.454,6.895,10.518,10.524,6.06,6.899
562,6.25,7.408,6.668,6.895,10.537,11.114,6.06,6.899
563,6.25,7.41,6.668,6.895,10.537,11.114,5.882,6.899
564,6.25,7.41,6.668,6.893,10.528,10.531,5.882,6.895
565,6.401,7.41,6.666,6.893,10.528,10.531,5.882,6.895
566,6.401,7.406,6.666,6.893,10.513,11.111,5.882,6.895
567,6.401,7.406,6.666,6.878,10.513,11.092,5.883,6.668
568,6.298,7.407,6.453,6.878,10.537,11.092,5.883,6.668
569,6.298,7.407,6.453,6.878,10.537,10.541,5.883,6.668
570,6.298,7.407,6.453,6.689,10.526,10.541,6.062,6.668
571,6.255,7.367,6.452,6.689,10.526,11.094,6.062,6.668
572,6.255,7.367,6.452,6.689,10.52,11.094,6.062,6.668
573,6.255,7.367,6.452,6.897,10.52,10.541,5.882,6.894
574,6.246,7.181,6.668,6.897,11.097,10.541,5.882,6.894
575,6.246,7.181,6.668,6.897,10.541,11.109,5.882,6.894
576,6.246,7.181,6.668,6.666,10.541,11.109,5.882,6.897
577,6.449,7.141,6.451,6.666,10.524,10.526,6.059,6.897
578,6.449,7.141,6.451,6.666,10.524,10.526,6.059,6.897
579,6.449,7.141,6.451,6.897,10.531,11.109,6.059,6.893
580,6.449,7.101,6.665,6.897,10.531,11.109,6.061,6.893
581,6.252,7.101,6.665,6.897,10.52,10.528,6.061,6.893
582,6.252,7.185,6.665,6.667,10.52,11.109,6.061,6.453
583,6.252,7.185,6.452,6.667,10.526,11.109,6.252,6.453
584,6.25,7.185,6.452,7.127,10.526,11.114,6.252,6.453
585,6.25,7.042,6.452,7.127,10.533,11.114,6.252,6.668
586,6.25,7.042,6.667,7.127,10.533,10.526,6.061,6.668
587,6.395,7.042,6.667,6.679,10.518,10.526,6.061,6.668
588,6.395,7.519,6.667,6.679,10.518,11.111,6.061,6.897
589,6.395,7.519,6.667,6.679,10.533,11.111,6.061,6.897
590,6.305,7.519,6.451,6.898,10.533,11.044,6.059,6.897
591,6.305,7.145,6.451,6.898,10.526,10.589,6.059,6.668
592,6.305,7.145,6.451,6.898,10.526,10.589,6.059,6.668
593,6.249,7.405,6.452,6.894,10.522,10.524,6.058,6.668
594,6.249,7.405,6.452,6.894,10.533,10.524,6.058,6.895
595,6.249,7.405,6.452,6.894,10.533,11.116,6.058,6.895
596,6.249,7.406,6.665,6.897,10.524,11.116,5.884,6.895
597,6.251,7.406,6.665,6.897,10.524,10.524,5.884,6.898
598,6.251,7.406,6.665,6.897,10.522,10.524,5.884,6.898
599,6.251,7.408,6.453,6.899,10.522,11.109,5.884,6.894
600,6.452,7.408,6.453,6.899,10.531,11.109,6.063,6.894
601,6.452,7.408,6.453,6.899,10.531,10.531,6.063,6.894
602,6.452,7.143,6.452,6.896,11.099,10.531,6.063,6.897
603,6.249,7.143,6.452,6.896,11.099,11.111,5.916,6.897
604,6.249,7.41,6.452,6.896,10.533,10.526,5.916,6.897
605,6.249,7.41,6.668,6.895,10.533,10.526,5.916,6.897
606,6.25,7.41,6.668,6.895,10.535,11.111,6.026,6.897
607,6.25,7.406,6.668,6.895,10.535,11.111,6.026,6.897
608,6.25,7.406,6.663,6.665,10.516,10.526,6.026,6.666
609,6.452,7.406,6.663,6.665,10.516,10.526,6.026,6.666
610,6.452,7.143,6.663,6.665,10.528,11.116,6.06,6.666
611,6.452,7.143,6.455,6.67,10.531,11.116,6.06,6.898
612,6.25,7.144,6.455,6.67,10.531,11.104,6.06,6.898
613,6.25,7.144,6.455,6.67,10.524,11.104,6.06,6.898
614,6.25,7.144,6.448,6.896,10.524,10.528,6.06,6.898
615,6.25,7.141,6.448,6.896,10.524,11.111,6.06,6.898
616,6.25,7.141,6.448,6.896,10.524,11.111,6.251,6.898
617,6.25,7.141,6.668,6.896,10.533,11.097,6.251,6.884
618,6.25,7.142,6.668,6.896,10.533,11.097,6.251,6.884
619,6.451,7.142,6.668,6.896,10.873,10.537,6.251,6.884
620,6.451,7.142,6.452,6.667,10.873,10.537,5.882,6.909
621,6.248,6.897,6.664,6.488,10.526,11.114,6.249,6.896
622,6.248,6.897,6.664,6.488,10.526,11.114,6.249,6.896
623,6.248,6.897,6.664,6.488,10.526,11.114,6.249,7.142
624,6.248,6.897,6.664,6.488,10.526,11.109,6.249,7.142
625,6.248,6.897,6.664,6.488,10.526,11.109,6.063,7.142
626,6.248,6.897,6.664,6.488,10.522,11.109,6.063,7.142
627,6.248,6.897,6.452,6.488,10.522,11.109,6.063,7.142
628,6.248,7.143,6.452,6.488,10.522,11.109,6.063,7.142
629,6.248,7.143,6.452,6.666,10.522,10.528,6.063,7.142
630,6.248,7.143,6.452,6.666,10.522,10.528,6.063,6.897
631,6.248,7.143,6.452,6.666,10.533,10.528,6.063,6.897
632,6.248,7.143,6.452,6.666,10.533,10.528,6.063,6.897
633,6.248,7.143,6.452,6.666,10.533,11.111,6.063,6.897
634,6.452,7.143,6.452,6.666,10.533,11.111,6.249,6.897
635,6.452,7.144,6.452,6.666,10.533,11.111,6.249,6.897
636,6.452,7.144,6.452,6.668,11.106,11.111,6.249,6.897
637,6.452,7.144,6.452,6.668,11.106,11.111,6.249,7.145
638,6.452,7.144,6.452,6.668,11.106,10.526,6.249,7.145
639,6.452,7.144,6.452,6.668,11.106,10.526,6.249,7.145
640,6.452,7.144,6.452,6.668,10.526,10.526,6.249,7.145
641,6.251,7.406,6.661,6.668,10.526,10.526,6.06,7.145
642,6.251,7.406,6.661,6.668,10.526,11.114,6.06,7.145
643,6.251,7.406,6.661,6.897,10.526,11.114,6.06,7.145
644,6.251,7.406,6.661,6.897,10.526,11.114,6.06,6.896
645,6.251,7.406,6.661,6.897,10.526,11.114,6.06,6.896
646,6.251,7.406,6.661,6.897,10.526,11.114,6.06,6.896
647,6.251,7.406,6.661,6.897,10.526,11.114,6.06,6.896
648,6.251,7.405,6.661,6.897,10.526,11.114,6.06,6.896
649,6.249,7.405,6.458,6.897,10.526,11.114,6.06,6.896
650,6.249,7.405,6.458,6.895,10.526,11.114,5.883,6.896
651,6.249,7.405,6.458,6.895,10.526,10.526,5.883,6.668
652,6.249,7.405,6.458,6.895,10.526,10.526,5.883,6.668
653,6.249,7.405,6.458,6.895,10.526,10.526,5.883,6.668
654,6.249,7.405,6.458,6.895,10.524,10.526,5.883,6.668
655,6.249,7.143,6.458,6.895,10.524,10.526,5.883,6.668
656,6.249,7.143,6.458,6.895,10.524,11.114,5.883,6.668
657,6.25,7.143,6.452,6.668,10.524,11.114,5.883,6.668
658,6.25,7.143,6.452,6.668,10.524,11.114,5.88,6.668
659,6.25,7.143,6.452,6.668,10.535,11.114,5.88,6.666
660,6.25,7.143,6.452,6.668,10.535,11.106,5.88,6.666
661,6.25,7.143,6.452,6.668,10.535,11.106,5.88,6.666
662,6.25,7.41,6.452,6.668,10.535,11.106,5.88,6.666
663,6.25,7.41,6.452,6.668,10.52,11.106,5.88,6.666
664,6.25,7.41,6.452,6.668,10.52,11.106,5.88,6.666
665,6.452,7.41,6.667,6.666,10.52,10.528,5.88,6.666
666,6.452,7.41,6.667,6.666,10.52,10.528,5.88,6.666
667,6.452,7.41,6.667,6.666,10.52,10.528,5.884,6.666
668,6.452,7.141,6.667,6.666,10.531,10.528,5.884,6.666
669,6.452,7.141,6.667,6.666,10.531,11.109,5.884,6.666
670,6.452,7.141,6.667,6.666,10.531,11.109,5.884,6.666
671,6.452,7.141,6.667,6.666,10.531,11.109,5.884,6.666
672,6.251,7.141,6.45,6.668,10.526,11.109,5.884,6.666
673,6.251,7.141,6.45,6.668,10.526,11.109,5.884,6.666
674,6.251,7.141,6.45,6.668,10.526,10.528,5.884,6.666
675,6.251,7.145,6.45,6.668,10.526,10.528,5.714,6.666
676,6.251,7.145,6.45,6.668,10.526,10.528,5.714,6.666
677,6.251,7.145,6.45,6.668,10.52,10.528,5.714,6.666
678,6.251,7.145,6.452,6.894,10.52,11.111,5.714,6.666
679,6.249,7.145,6.452,6.894,10.533,11.111,5.714,6.667
680,6.249,7.394,6.452,6.894,10.533,10.552,5.883,6.667
681,6.249,7.394,6.452,6.888,10.524,10.552,5.883,6.667
682,6.25,7.157,6.452,6.888,10.524,11.082,5.883,6.894
683,6.25,7.157,6.452,6.888,10.526,11.082,5.88,6.894
684,6.25,7.157,6.452,6.885,10.526,10.524,5.88,6.894
685,6.25,7.234,6.666,6.885,10.526,11.116,5.88,6.671
686,6.25,7.234,6.666,6.885,10.526,11.116,5.88,6.671
687,6.25,7.234,6.666,6.685,10.524,11.111,6.061,6.671
688,6.25,7.052,6.452,6.685,10.524,11.111,6.061,6.897
689,6.25,7.052,6.452,6.685,11.109,10.522,6.061,6.897
690,6.25,7.052,6.452,6.895,11.109,10.522,6.217,6.897
691,6.452,7.142,6.452,6.895,10.533,11.111,6.217,7.143
692,6.452,7.142,6.452,6.895,10.533,11.111,6.217,7.143
693,6.452,7.142,6.452,6.898,10.524,11.111,5.914,7.143
694,6.452,7.143,6.667,6.898,10.524,11.106,5.914,6.668
695,6.25,7.143,6.667,6.898,10.52,11.106,5.914,6.668
696,6.25,7.141,6.667,6.896,10.533,10.528,5.914,6.668
697,6.25,7.141,6.452,6.896,10.533,10.528,6.061,6.45
698,6.452,7.141,6.452,6.896,10.524,11.111,6.061,6.45
699,6.452,7.146,6.452,6.898,10.524,11.111,6.061,6.45
700,6.452,7.146,6.667,6.898,10.662,10.524,5.882,6.666
701,6.249,7.146,6.667,6.898,10.662,10.524,5.882,6.666
702,6.249,7.144,6.667,6.895,10.957,11.114,5.882,6.666
703,6.249,7.144,6.452,6.895,10.957,11.114,6.06,6.896
704,6.249,7.144,6.452,6.895,10.533,11.099,6.06,6.896
705,6.249,7.142,6.452,6.896,10.533,11.099,6.06,6.894
706,6.249,7.142,6.645,6.896,10.016,10.535,6.06,6.894
707,6.25,7.408,6.645,6.9,10.016,11.111,5.882,6.894
708,6.25,7.408,6.645,6.9,11.094,11.111,5.882,6.67
709,6.25,7.408,6.469,6.9,11.094,11.111,5.882,6.67
710,6.25,7.141,6.469,6.897,9.998,11.111,6.245,6.67
711,6.251,7.141,6.469,6.897,9.998,10.528,6.245,6.668
712,6.251,7.141,6.452,6.897,11.111,10.528,6.245,6.668
713,6.251,7.142,6.452,6.666,10.505,11.109,6.067,6.668
714,6.25,7.142,6.452,6.666,10.505,11.109,6.067,6.897
715,6.25,7.142,6.454,6.666,10.548,11.111,6.067,6.897
716,6.25,7.145,6.454,6.668,10.548,11.111,6.067,6.897
717,6.251,7.145,6.454,6.668,10.533,10.526,5.882,6.666
718,6.251,7.145,6.451,6.668,10.533,11.114,5.882,6.666
719,6.251,7.142,6.451,6.665,10.52,11.114,5.882,6.666
720,6.451,7.142,6.451,6.665,10.52,11.111,5.881,6.667
721,6.451,7.385,6.668,6.665,10.531,11.111,5.881,6.667
722,6.451,7.385,6.668,6.668,10.531,10.524,5.881,6.667
723,6.251,7.385,6.668,6.668,10.526,10.524,6.061,6.668
724,6.251,7.167,6.451,6.668,10.526,11.114,6.061,6.668
725,6.251,7.167,6.451,6.666,10.522,11.114,6.061,6.668
726,6.249,7.167,6.451,6.666,10.522,10.524,6.061,6.894
727,6.249,7.139,6.451,6.666,10.531,10.524,6.06,6.894
728,6.249,7.139,6.452,6.668,10.531,11.118,6.06,6.894
729,6.249,7.139,6.452,6.668,10.526,10.528,6.06,7.142
730,6.452,7.146,6.452,6.668,11.104,10.528,5.884,7.142
731,6.452,7.146,6.452,6.664,11.104,11.109,5.884,7.142
732,6.452,7.146,6.452,6.664,10.531,11.109,5.884,6.872
733,6.251,7.14,6.452,6.664,10.531,10.526,5.881,6.872
734,6.251,7.14,6.45,6.897,10.526,10.526,5.881,6.872
735,6.251,7.143,6.45,6.897,10.526,11.109,5.881,6.92
736,6.245,7.143,6.45,6.897,10.522,11.109,5.881,6.92
737,6.245,7.143,6.451,6.89,10.522,10.526,6.06,6.92
738,6.245,7.144,6.451,6.89,10.533,10.526,6.06,6.67
739,6.255,7.144,6.451,6.89,10.533,10.524,6.06,6.67
740,6.255,7.144,6.512,6.903,10.524,10.524,5.883,6.67
741,6.255,7.405,6.512,6.903,10.524,11.114,5.883,6.897
742,6.252,7.405,6.512,6.903,11.106,10.531,5.883,6.897
743,6.252,7.405,6.603,6.896,11.106,10.531,6.248,6.897
744,6.252,7.146,6.603,6.896,10.533,11.106,6.248,6.667
745,6.448,7.146,6.603,6.896,10.533,11.106,6.248,6.667
746,6.448,7.407,6.452,7.144,10.518,10.6,6.248,6.667
747,6.448,7.407,6.452,7.144,10.531,10.6,6.063,6.665
748,6.448,7.407,6.452,7.144,10.531,11.032,6.063,6.665
749,6.252,7.144,6.667,6.896,10.528,11.032,6.063,6.665
750,6.252,7.144,6.667,6.896,10.528,11.111,5.882,6.666
751,6.252,7.144,6.667,6.896,10.524,11.111,5.882,6.666
752,6.25,6.897,6.453,6.667,10.524,10.524,5.882,6.666
753,6.25,6.897,6.453,6.667,10.526,11.114,5.884,6.896
754,6.25,6.897,6.453,6.667,10.526,11.114,5.884,6.896
755,6.25,7.139,6.453,6.896,10.531,10.524,5.884,6.896
756,6.25,7.139,6.453,6.896,10.531,10.524,5.884,6.668
757,6.25,7.139,6.453,6.898,10.524,11.116,6.022,6.668
758,6.251,7.144,6.658,6.898,10.524,11.116,6.022,6.668
759,6.251,7.144,6.658,6.898,11.07,10.85,6.022,6.897
760,6.251,6.896,6.658,7.143,11.07,10.85,5.917,6.897
761,6.249,6.896,6.46,7.143,10.565,10.77,5.917,6.898
762,6.249,6.896,6.46,7.143,10.565,10.77,5.917,6.898
763,6.249,7.145,6.46,6.896,10.518,11.111,6.251,6.898
764,6.249,7.145,6.451,6.896,10.535,11.111,6.251,6.897
765,6.452,7.145,6.451,6.896,10.535,10.57,6.251,6.897
766,6.452,7.116,6.451,6.897,10.524,11.063,6.251,6.897
767,6.452,7.116,6.451,6.897,10.524,11.063,6.061,6.666
768,6.251,7.116,6.45,6.897,10.611,10.528,6.061,6.666
769,6.251,6.923,6.45,6.897,10.611,10.528,6.061,6.666
770,6.251,6.923,6.45,6.897,11.015,11.109,6.06,6.896
771,6.451,6.923,6.456,6.897,11.015,11.109,6.06,6.896
772,6.451,7.141,6.456,6.897,10.528,11.104,6.06,6.896
773,6.451,7.141,6.456,6.897,10.528,11.104,5.882,6.895
774,6.251,7.141,6.661,6.897,10.522,10.526,5.882,6.895
775,6.251,7.411,6.661,6.888,10.522,10.526,5.882,6.895
776,6.251,7.411,6.661,6.888,10.531,11.111,5.882,6.668
777,6.451,7.406,6.452,6.888,10.531,10.528,5.882,6.668
778,6.451,7.406,6.452,6.674,10.522,10.528,5.882,6.668
779,6.451,7.406,6.452,6.674,11.114,11.109,5.882,6.897
780,6.249,7.404,6.452,6.674,11.114,11.109,5.882,6.897
781,6.249,7.404,6.452,6.896,10.531,10.524,5.882,6.897
782,6.249,7.404,6.452,6.896,10.531,10.524,5.882,6.896
783,6.249,7.408,6.668,6.896,10.522,11.114,6.057,6.896
784,6.25,7.408,6.668,6.895,10.522,11.114,6.057,6.896
785,6.25,7.142,6.668,6.895,10.522,11.111,6.057,6.668
786,6.25,7.142,6.454,6.895,10.522,11.111,6.057,6.668
787,6.452,7.142,6.454,6.668,10.531,10.526,5.886,6.668
788,6.452,7.408,6.454,6.668,10.531,11.106,5.886,6.666
789,6.452,7.408,6.448,7.025,10.526,11.106,5.886,6.666
790,6.25,7.408,6.448,7.025,10.526,10.533,5.88,6.666
791,6.25,7.144,6.448,7.025,10.526,10.533,5.88,6.665
792,6.25,7.144,6.668,6.773,10.526,11.114,5.88,6.665
793,6.45,7.144,6.668,6.773,10.526,11.114,5.88,6.665
794,6.45,7.408,6.668,6.773,10.526,11.109,5.885,6.657
795,6.45,7.408,6.45,6.897,10.526,11.109,5.885,6.657
796,6.254,7.397,6.45,6.897,10.531,10.524,5.885,6.657
797,6.254,7.397,6.45,6.897,10.531,10.524,6.061,6.679
798,6.254,7.397,6.668,6.897,10.524,11.114,6.061,6.679
