,Cooling System 1 Flow,Fuel System 2  Injector Flow,Cooling System 2 Flow,Fuel System 1  Injector Flow,Fuel System 2  Service Flow,Fuel System 1  Service Flow,Fuel System 1  HP Relief Flow,Fuel System 2  HP Relief Flow
799,6.248,7.153,6.668,6.897,10.524,11.114,6.061,6.679
800,6.248,7.153,6.668,6.897,10.524,10.528,6.062,6.666
801,6.248,7.153,6.45,6.895,10.524,11.109,6.062,6.666
802,6.248,7.14,6.45,6.895,10.531,11.109,6.062,6.666
803,6.25,7.14,6.45,6.895,10.531,10.522,6.248,6.896
804,6.25,7.14,6.663,6.667,10.526,10.522,6.248,6.896
805,6.25,7.145,6.663,6.667,10.526,11.114,6.248,6.896
806,6.249,7.145,6.663,6.667,11.085,11.114,6.248,6.897
807,6.249,7.145,6.455,6.666,11.085,10.526,5.882,6.897
808,6.249,7.141,6.455,6.666,10.55,10.526,5.882,6.897
809,6.25,7.141,6.455,6.666,10.55,11.116,5.882,6.668
810,6.25,7.146,6.454,6.667,10.522,11.116,6.061,6.668
811,6.25,7.146,6.454,6.667,10.522,10.524,6.061,6.668
812,6.452,7.146,6.454,6.667,10.526,11.114,6.061,6.667
813,6.452,7.142,6.666,6.898,10.52,11.114,6.044,6.667
814,6.452,7.142,6.666,6.898,10.52,10.526,6.044,6.667
815,6.452,7.142,6.666,6.898,10.531,10.526,6.044,6.897
816,6.452,7.145,6.666,6.895,10.531,11.075,6.044,6.897
817,6.452,7.145,6.452,6.895,10.526,11.075,5.899,6.897
818,6.25,7.145,6.452,6.895,10.526,10.561,5.899,6.667
819,6.25,7.141,6.452,6.897,10.533,10.561,5.899,6.667
820,6.25,7.141,6.452,6.897,10.533,10.522,6.061,6.667
821,6.25,7.404,6.452,6.897,10.52,10.522,6.061,6.897
822,6.249,7.404,6.452,6.897,10.52,11.063,6.061,6.897
823,6.249,7.404,6.452,6.897,11.116,11.063,6.061,6.896
824,6.249,6.897,6.452,6.897,11.116,10.574,5.714,6.896
825,6.406,6.897,6.452,6.895,10.531,10.574,5.714,6.896
826,6.406,6.897,6.663,6.895,10.531,10.522,5.714,6.667
827,6.406,7.144,6.663,6.895,10.52,11.114,6.059,6.667
828,6.295,7.144,6.663,6.668,10.52,11.114,6.059,6.667
829,6.295,7.144,6.668,6.668,10.528,10.528,6.059,6.668
830,6.295,7.406,6.668,6.897,10.528,10.528,5.882,6.668
831,6.249,7.406,6.668,6.897,10.528,11.109,5.882,6.668
832,6.249,7.406,6.451,6.897,10.642,11.109,5.882,6.666
833,6.249,7.145,6.451,6.665,10.642,11.03,5.882,6.666
834,6.452,7.145,6.451,6.665,10.415,11.03,6.062,6.666
835,6.452,7.408,6.666,6.665,10.415,10.603,6.062,6.667
836,6.452,7.408,6.666,6.669,10.522,10.603,6.062,6.667
837,6.248,7.408,6.666,6.669,10.522,10.524,5.884,6.667
838,6.248,7.142,6.452,6.669,11.106,11.114,5.884,6.899
839,6.248,7.142,6.452,6.894,11.106,11.114,5.884,6.899
840,6.248,7.142,6.452,6.894,10.531,10.528,6.45,6.899
841,6.25,6.898,6.454,6.894,10.531,10.528,6.45,6.666
842,6.25,6.898,6.454,6.671,10.522,11.106,6.45,6.666
843,6.25,6.898,6.454,6.671,10.522,11.106,6.058,6.666
844,6.25,7.142,6.451,6.671,10.533,11.109,6.058,6.896
845,6.25,7.142,6.451,6.666,10.533,11.109,6.058,6.896
846,6.25,7.142,6.451,6.666,10.526,11.104,6.058,6.896
847,6.452,7.375,6.668,6.666,10.526,11.104,6.063,6.668
848,6.452,7.375,6.668,7.129,10.524,10.537,6.063,6.668
849,6.452,7.169,6.668,7.129,10.526,11.109,6.063,6.668
850,6.25,7.169,6.452,7.129,10.526,11.109,5.884,6.665
851,6.25,7.169,6.452,6.679,10.524,11.109,5.884,6.665
852,6.25,6.897,6.452,6.679,10.524,11.109,5.884,6.665
853,6.452,6.897,6.667,6.679,10.524,10.526,6.061,6.896
854,6.452,6.897,6.667,6.897,10.524,10.526,6.061,6.896
855,6.452,7.145,6.667,6.897,10.533,11.109,6.061,6.896
856,6.228,7.145,6.448,6.897,10.533,11.109,6.061,6.897
857,6.228,7.145,6.448,6.896,10.524,11.114,5.88,6.897
858,6.228,7.406,6.448,6.896,10.524,11.114,5.88,6.897
859,6.442,7.406,6.663,6.896,10.524,10.526,5.88,6.897
860,6.442,7.406,6.663,6.897,10.524,11.111,6.061,6.897
861,6.442,7.143,6.663,6.897,10.528,11.111,6.061,6.897
862,6.442,7.143,6.456,6.897,10.528,10.528,6.061,6.896
863,6.281,7.145,6.456,6.896,10.526,10.528,6.061,6.896
864,6.281,7.145,6.456,6.896,10.526,11.109,5.882,6.896
865,6.281,7.145,6.666,6.896,10.522,11.109,5.882,6.669
866,6.249,7.143,6.666,6.67,10.522,11.106,5.882,6.669
867,6.249,7.143,6.666,6.67,10.533,11.106,6.062,6.669
868,6.249,7.143,6.666,6.67,10.52,10.531,6.062,6.668
869,6.251,7.142,6.453,6.894,10.52,10.531,6.062,6.668
870,6.251,7.142,6.453,6.894,10.528,11.116,6.061,6.668
871,6.251,7.142,6.453,6.894,10.528,11.116,6.061,6.897
872,6.249,7.142,6.451,6.668,11.118,10.522,6.061,6.897
873,6.249,7.142,6.451,6.668,11.118,11.114,6.061,6.897
874,6.249,7.407,6.451,6.668,10.52,11.114,5.882,6.896
875,6.251,7.407,6.669,6.896,10.52,11.109,5.882,6.896
876,6.251,7.407,6.669,6.896,10.531,11.109,5.882,6.896
877,6.251,7.144,6.669,6.824,10.531,10.526,6.058,6.893
878,6.251,7.144,6.45,6.824,10.526,10.526,6.058,6.893
879,6.452,7.144,6.45,6.824,10.526,11.101,6.058,6.897
880,6.452,7.406,6.45,6.734,10.522,11.101,5.882,6.897
881,6.452,7.406,6.452,6.734,10.522,10.535,5.882,6.897
882,6.249,7.406,6.452,6.734,11.118,10.535,5.882,6.666
883,6.249,7.145,6.452,6.897,10.522,11.111,5.882,6.666
884,6.249,7.145,6.665,6.897,10.522,11.101,5.882,6.666
885,6.25,7.406,6.665,6.897,10.52,11.101,5.882,6.669
886,6.25,7.406,6.665,6.834,10.52,10.535,5.882,6.669
887,6.25,7.406,6.452,6.834,10.535,10.535,5.884,6.669
888,6.45,7.407,6.452,6.834,10.535,11.114,5.884,6.668
889,6.45,7.407,6.452,6.726,10.52,11.114,5.884,6.668
890,6.45,7.407,6.668,6.726,10.52,11.085,6.06,6.668
891,6.252,7.408,6.668,6.726,10.524,11.085,6.06,6.665
892,6.252,7.408,6.668,6.665,10.524,10.55,6.06,6.665
893,6.252,7.408,6.45,6.665,10.535,10.55,6.06,6.665
894,6.249,7.405,6.45,6.665,10.535,10.526,6.061,6.897
895,6.249,7.405,6.45,6.662,10.52,11.111,6.061,6.897
896,6.249,7.14,6.453,6.662,10.52,11.111,6.061,6.897
897,6.249,7.14,6.453,6.662,11.116,11.111,6.058,6.668
898,6.452,7.14,6.453,6.456,11.116,11.111,6.058,6.668
899,6.452,7.4,6.661,6.456,10.526,10.526,6.058,6.668
900,6.452,7.4,6.661,6.456,10.524,10.526,5.883,6.668
901,6.25,7.4,6.661,6.898,10.524,11.111,5.883,6.668
902,6.25,6.909,6.459,6.898,10.507,11.111,5.883,6.668
903,6.25,6.909,6.459,6.898,10.507,11.101,5.883,6.664
904,6.251,6.909,6.459,6.666,10.546,11.101,6.063,6.664
905,6.251,7.405,6.666,6.666,10.546,10.537,6.063,6.664
906,6.251,7.405,6.666,6.666,10.524,11.106,6.063,6.894
907,6.251,7.144,6.666,6.667,10.524,11.106,5.714,6.894
908,6.251,7.144,6.452,6.667,10.528,10.531,5.714,6.894
909,6.251,7.144,6.452,6.667,10.528,10.531,5.714,6.669
910,6.452,7.406,6.452,6.508,10.528,11.111,6.059,6.669
911,6.452,7.406,6.452,6.508,10.528,11.111,6.059,6.669
912,6.452,7.406,6.452,6.508,10.52,10.526,6.059,6.667
913,6.248,7.142,6.452,6.832,10.52,10.526,6.059,6.667
914,6.248,7.142,6.452,6.832,10.533,11.106,6.245,6.667
915,6.248,7.142,6.449,6.832,10.533,11.106,6.245,6.898
916,6.248,7.142,6.449,6.668,10.526,10.526,6.245,6.898
917,6.249,7.142,6.449,6.668,10.526,10.526,6.045,6.898
918,6.249,7.142,6.452,6.668,10.526,11.114,6.045,6.667
919,6.249,7.142,6.452,6.897,10.526,10.678,6.045,6.667
920,6.252,7.142,6.452,6.897,10.526,10.678,5.901,6.667
921,6.252,7.143,6.667,6.897,11.058,10.954,5.901,6.897
922,6.252,7.143,6.667,6.897,11.058,10.954,5.901,6.897
923,6.452,7.143,6.667,6.897,10.574,11.099,5.901,6.897
924,6.452,7.146,6.452,6.897,10.574,11.099,6.063,6.452
925,6.452,7.146,6.452,6.667,10.531,11.111,6.063,6.452
926,6.451,7.146,6.452,6.667,10.531,11.111,6.063,6.452
927,6.451,7.144,6.667,6.667,10.513,10.526,6.057,6.666
928,6.451,7.144,6.667,6.897,10.513,10.526,6.057,6.666
929,6.251,7.144,6.667,6.897,10.537,11.114,6.057,6.666
930,6.251,7.141,6.454,6.897,10.537,10.524,5.883,6.667
931,6.251,7.141,6.454,6.667,10.52,10.524,5.883,6.667
932,6.251,7.141,6.454,6.667,10.52,11.111,5.883,6.667
933,6.251,7.145,6.451,6.667,10.526,11.111,5.883,6.896
934,6.251,7.145,6.451,6.896,10.526,11.015,6.06,6.896
935,6.251,7.14,6.451,6.896,10.533,11.015,6.06,6.896
936,6.249,7.14,6.665,6.896,10.52,10.616,6.06,6.667
937,6.249,7.14,6.665,7.142,10.52,10.616,6.061,6.667
938,6.249,7.404,6.665,7.142,10.528,11.111,6.061,6.667
939,6.251,7.404,6.666,7.142,10.528,11.111,6.061,6.896
940,6.251,7.404,6.666,6.67,10.535,10.786,6.226,6.896
941,6.251,7.147,6.666,6.67,10.535,10.834,6.226,6.896
942,6.249,7.147,6.455,6.67,10.518,10.834,6.226,6.669
943,6.249,7.147,6.455,6.897,10.518,11.111,6.226,6.669
944,6.249,7.142,6.455,6.897,10.524,11.111,5.907,6.669
945,6.251,7.142,6.451,6.897,10.524,10.528,5.907,6.667
946,6.251,7.41,6.451,6.667,10.533,10.528,5.907,6.667
947,6.251,7.41,6.451,6.667,10.533,11.111,6.248,6.667
948,6.25,7.41,6.451,7.141,10.524,11.111,6.248,6.896
949,6.25,7.144,6.451,7.141,10.524,10.528,6.248,6.896
950,6.25,7.144,6.451,7.141,10.52,10.528,6.061,6.896
951,6.25,7.144,6.45,7.14,10.52,11.104,6.061,6.897
952,6.249,7.142,6.45,7.14,10.535,11.116,6.061,6.897
953,6.249,7.142,6.45,7.14,11.106,11.116,6.251,6.897
954,6.249,7.142,6.668,6.897,11.106,10.531,6.251,6.897
955,6.251,7.138,6.668,6.897,10.528,10.531,6.251,6.897
956,6.251,7.138,6.668,6.897,10.528,11.109,6.251,6.897
957,6.251,7.138,6.452,7.144,10.526,11.109,5.883,6.894
958,6.45,7.147,6.452,7.144,10.526,10.524,5.883,6.894
959,6.45,7.147,6.452,7.144,10.526,10.524,5.883,6.897
960,6.45,7.142,6.452,6.897,10.526,11.116,6.06,6.897
961,6.252,7.142,6.453,6.897,10.524,11.116,6.06,6.897
962,6.252,7.142,6.453,6.897,10.524,10.526,6.06,6.886
963,6.252,7.144,6.453,6.897,10.533,10.526,5.881,6.886
964,6.25,7.144,6.668,6.897,10.533,10.526,5.881,6.886
965,6.25,7.144,6.668,6.897,10.518,11.106,5.881,6.675
966,6.25,7.407,6.668,6.665,10.518,11.106,5.881,6.675
967,6.451,7.407,6.451,6.665,10.528,10.531,6.061,6.675
968,6.451,7.407,6.451,6.665,10.528,10.531,6.061,6.452
969,6.451,7.144,6.451,6.897,10.531,11.106,6.061,6.452
970,6.451,7.144,6.666,6.897,10.531,11.106,6.061,6.452
971,6.251,7.144,6.666,6.897,10.522,10.526,6.061,6.452
972,6.251,7.144,6.666,6.897,10.526,10.526,6.061,6.45
973,6.251,7.144,6.452,6.897,10.526,11.114,6.25,6.45
974,6.451,7.142,6.452,7.141,10.531,11.114,6.25,6.899
975,6.451,7.142,6.452,7.141,10.531,10.526,6.25,6.899
976,6.451,7.142,6.655,7.141,10.522,10.526,6.25,6.899
977,6.251,6.896,6.655,7.147,10.522,11.111,5.882,6.896
978,6.251,6.896,6.655,7.147,10.526,10.526,5.882,6.896
979,6.251,6.896,6.46,7.147,10.526,10.526,5.882,6.896
980,6.45,7.143,6.46,6.897,11.104,11.109,6.248,6.897
981,6.45,7.143,6.46,6.897,11.104,11.109,6.248,6.897
982,6.45,7.143,6.667,6.897,10.528,10.528,6.248,6.897
983,6.25,7.143,6.667,7.141,10.528,10.528,6.061,6.897
984,6.25,7.143,6.667,7.141,10.533,11.109,6.061,6.897
985,6.25,7.143,6.452,7.141,10.533,11.109,6.061,6.897
986,6.251,7.142,6.452,7.132,10.526,11.114,6.062,6.665
987,6.251,7.142,6.452,7.132,10.526,11.114,6.062,6.665
988,6.251,7.144,6.452,6.909,10.524,10.528,6.062,6.665
989,6.251,7.144,6.452,6.909,10.531,11.114,6.062,6.897
990,6.25,7.144,6.452,6.909,10.531,11.114,5.882,6.897
991,6.25,7.403,6.454,6.897,10.526,10.522,5.882,6.897
992,6.25,7.403,6.454,6.897,10.526,10.522,5.882,6.667
993,6.251,7.403,6.454,6.897,10.52,11.106,6.061,6.667
994,6.251,6.901,6.666,6.895,10.52,11.106,6.061,6.667
995,6.251,6.901,6.666,6.895,10.537,11.106,6.061,6.897
996,6.452,6.901,6.666,6.895,10.537,11.106,6.058,6.897
997,6.452,7.144,6.452,6.894,10.522,10.535,6.058,6.897
998,6.452,7.144,6.452,6.894,10.522,10.535,6.058,6.899
999,6.249,7.144,6.452,6.894,10.522,11.104,6.058,6.899
1000,6.249,7.142,6.452,6.897,10.522,11.104,5.885,6.899
1001,6.249,7.142,6.452,6.897,10.533,10.526,5.885,6.893
1002,6.25,7.144,6.452,6.897,10.533,11.114,5.885,6.893
1003,6.25,7.144,6.666,6.668,10.518,11.114,6.062,6.893
1004,6.25,7.144,6.666,6.668,10.518,10.524,6.062,6.898
1005,6.447,7.141,6.666,6.668,10.531,10.524,6.062,6.898
1006,6.447,7.141,6.451,6.667,10.531,11.114,5.882,6.898
1007,6.447,7.141,6.451,6.667,10.533,11.114,5.882,6.897
1008,6.447,7.407,6.451,6.667,10.52,10.528,5.882,6.897
1009,6.253,7.407,6.451,6.665,10.52,10.528,5.882,6.897
1010,6.253,7.407,6.452,6.665,10.526,11.106,6.061,6.665
1011,6.253,6.895,6.452,6.665,10.526,11.106,6.061,6.665
1012,6.252,6.895,6.452,7.144,10.528,10.531,6.061,6.895
1013,6.252,6.895,6.663,7.144,10.528,10.531,5.88,6.895
1014,6.252,6.947,6.663,7.144,10.52,10.526,5.88,6.895
1015,6.249,6.947,6.663,6.897,10.52,11.111,5.88,6.895
1016,6.249,7.093,6.668,6.897,10.539,11.111,6.059,6.454
1017,6.249,7.093,6.668,6.897,10.539,10.526,6.059,6.454
1018,6.452,7.093,6.668,6.895,10.52,10.526,6.059,6.454
1019,6.452,6.897,6.452,6.895,10.52,11.109,6.059,6.667
1020,6.452,6.897,6.452,6.895,11.109,11.109,5.718,6.667
1021,6.25,6.897,6.452,6.898,11.109,10.526,5.718,6.667
1022,6.25,6.896,6.668,6.898,10.528,10.526,5.718,6.666
1023,6.25,6.896,6.668,6.896,10.528,11.111,5.883,6.666
1024,6.25,6.896,6.668,6.896,10.52,11.111,5.883,6.666
1025,6.249,7.407,6.452,6.896,11.109,10.524,5.883,6.668
1026,6.249,7.407,6.452,6.897,11.109,10.524,5.883,6.668
1027,6.249,7.407,6.452,6.897,10.494,10.528,6.061,6.668
1028,6.452,7.144,6.667,6.897,10.494,11.111,6.061,6.668
1029,6.452,7.144,6.667,6.897,10.559,11.111,6.061,6.668
1030,6.452,7.144,6.667,6.897,10.559,10.528,5.882,6.668
1031,6.251,7.141,6.453,6.897,9.998,10.528,5.882,6.666
1032,6.251,7.141,6.453,6.899,9.998,11.109,5.882,6.666
1033,6.251,7.405,6.453,6.899,10.544,11.109,6.06,6.897
1034,6.451,7.405,6.666,6.899,10.544,10.526,6.06,6.897
1035,6.451,7.405,6.666,6.667,10.513,10.526,6.06,6.897
1036,6.451,6.897,6.666,6.667,10.513,11.121,6.06,6.894
1037,6.251,6.897,6.666,6.667,10.531,11.121,6.061,6.894
1038,6.251,6.897,6.666,6.668,10.531,10.524,6.061,6.894
1039,6.251,7.401,6.666,6.668,10.528,10.524,6.061,6.897
1040,6.304,7.401,6.452,6.668,10.528,10.524,6.06,6.897
1041,6.304,7.401,6.452,6.663,10.52,11.101,6.06,6.897
1042,6.304,7.151,6.452,6.663,11.118,11.101,6.06,6.668
1043,6.396,7.151,6.667,6.663,11.118,11.121,6.252,6.668
1044,6.396,7.144,6.667,6.454,10.524,11.121,6.252,6.668
1045,6.396,7.144,6.667,6.454,10.524,10.528,6.252,6.894
1046,6.396,7.144,6.533,6.454,10.518,10.528,6.059,6.894
1047,6.249,7.142,6.533,6.897,10.518,11.109,6.059,6.894
1048,6.249,7.142,6.533,6.897,10.537,11.109,6.059,6.668
1049,6.249,7.142,6.581,6.897,10.537,11.109,6.059,6.668
1050,6.248,7.142,6.581,6.666,10.522,11.109,6.058,6.668
1051,6.248,7.142,6.581,6.666,10.522,10.526,6.058,6.67
1052,6.248,7.142,6.66,6.666,11.015,11.116,6.058,6.67
1053,6.252,7.404,6.66,6.896,11.015,11.116,5.885,6.67
1054,6.252,7.404,6.66,6.896,10.616,10.526,5.885,6.666
1055,6.252,7.404,6.457,6.896,10.616,10.526,5.885,6.666
1056,6.449,7.145,6.457,6.896,10.52,11.109,5.885,6.666
1057,6.449,7.145,6.457,6.896,10.52,11.109,5.883,6.897
1058,6.449,7.143,6.455,6.896,10.526,11.099,5.883,6.897
1059,6.251,7.143,6.455,6.9,10.533,11.099,5.883,6.897
1060,6.251,7.143,6.455,6.9,10.533,10.537,5.882,6.658
1061,6.251,7.406,6.665,6.9,10.52,10.537,5.882,6.658
1062,6.251,7.406,6.665,6.894,10.52,11.111,5.882,6.658
1063,6.251,7.406,6.665,6.894,10.535,11.063,5.882,6.673
1064,6.251,7.145,6.648,6.894,10.535,11.063,5.882,6.673
1065,6.251,7.145,6.648,7.143,10.524,10.572,5.882,6.673
1066,6.251,7.145,6.648,7.143,10.524,10.572,5.882,6.897
1067,6.251,7.406,6.47,7.143,10.52,11.106,5.882,6.897
1068,6.251,7.406,6.47,6.668,10.52,11.106,5.882,6.897
1069,6.448,7.146,6.47,6.668,10.531,10.531,5.882,6.896
1070,6.448,7.146,6.667,6.896,10.531,10.531,6.249,6.896
1071,6.448,7.146,6.667,6.896,10.537,11.106,6.249,6.896
1072,6.252,7.407,6.667,6.896,10.537,11.106,6.249,7.143
1073,6.252,7.407,6.45,6.895,10.516,10.524,5.883,7.143
1074,6.252,7.407,6.45,6.895,10.516,11.111,5.883,7.143
1075,6.249,7.406,6.45,6.895,10.528,11.111,5.883,6.899
1076,6.249,7.406,6.45,6.668,11.094,10.526,5.883,6.899
1077,6.249,7.406,6.452,6.668,11.094,10.526,6.061,6.895
1078,6.452,7.141,6.452,6.668,10.52,11.109,6.061,6.895
1079,6.452,7.141,6.452,6.894,10.52,11.109,6.061,6.895
1080,6.452,7.398,6.451,6.894,10.535,10.531,6.06,6.897
1081,6.452,7.398,6.451,6.894,10.535,10.531,6.06,6.897
1082,6.251,7.398,6.451,6.898,10.541,11.109,6.06,6.897
1083,6.251,7.42,6.449,6.898,10.541,11.109,6.061,6.897
1084,6.251,7.42,6.449,6.898,10.522,10.526,6.061,6.897
1085,6.249,7.42,6.449,6.667,10.522,10.526,6.061,6.897
1086,6.249,7.407,6.455,6.667,10.531,11.111,6.061,6.894
1087,6.249,7.407,6.455,6.667,10.531,11.104,6.058,6.894
1088,6.452,7.405,6.455,6.897,10.52,11.104,6.058,6.894
1089,6.452,7.405,6.668,6.897,10.52,10.535,6.058,6.454
1090,6.452,7.405,6.668,6.897,10.526,10.535,6.061,6.454
1091,6.252,7.144,6.668,7.117,10.526,11.109,6.061,6.454
1092,6.252,7.144,6.451,7.117,10.531,11.109,6.061,6.665
1093,6.252,7.144,6.451,7.117,10.531,10.524,5.882,6.665
1094,6.451,7.406,6.451,6.921,10.524,10.524,5.882,6.665
1095,6.451,7.406,6.451,6.921,10.526,11.111,5.882,6.667
1096,6.451,7.406,6.451,6.921,10.526,11.111,5.882,6.667
1097,6.249,7.407,6.451,6.897,10.531,10.526,5.884,6.667
1098,6.249,7.407,6.655,6.897,10.531,11.111,5.884,6.667
1099,6.249,7.691,6.655,6.897,10.524,11.111,5.884,6.667
1100,6.452,7.691,6.655,6.898,10.524,10.524,6.058,6.667
1101,6.452,7.691,6.465,6.898,10.524,10.524,6.058,6.9
1102,6.452,7.411,6.465,6.897,10.524,10.533,6.058,6.9
1103,6.452,7.411,6.465,6.897,10.526,10.533,5.883,6.9
1104,6.252,7.411,6.664,6.897,10.526,11.111,5.883,6.665
1105,6.252,7.144,6.664,6.894,10.528,11.111,5.883,6.665
1106,6.252,7.144,6.664,6.894,10.528,10.524,5.883,6.665
1107,6.443,7.404,6.452,6.894,10.526,10.524,6.062,6.896
1108,6.443,7.404,6.452,7.145,10.526,11.116,6.062,6.896
1109,6.443,7.404,6.452,7.145,10.528,11.116,6.062,6.896
1110,6.257,7.144,6.452,7.145,10.528,10.524,6.06,6.668
1111,6.257,7.144,6.452,7.115,11.097,11.116,6.06,6.668
1112,6.257,7.144,6.452,7.115,10.528,11.116,6.06,6.668
1113,6.25,7.141,6.663,7.115,10.528,10.524,6.061,6.895
1114,6.25,7.141,6.663,6.922,10.537,10.524,6.061,6.895
1115,6.25,7.141,6.663,6.922,10.537,11.109,6.061,6.895
1116,6.25,7.144,6.454,6.922,10.518,11.109,6.061,6.895
1117,6.25,7.144,6.454,6.897,10.518,10.533,5.881,6.895
1118,6.25,7.144,6.454,6.897,10.535,10.533,5.881,6.895
1119,6.451,7.143,6.454,6.897,10.535,11.109,5.881,6.668
1120,6.451,7.143,6.451,6.665,10.524,11.109,6.061,6.668
1121,6.451,7.169,6.451,6.665,10.524,11.104,6.061,6.668
1122,6.451,7.169,6.451,6.665,11.101,11.104,6.061,6.897
1123,6.25,7.169,6.451,7.143,11.101,10.531,6.062,6.897
1124,6.25,7.525,6.451,7.143,10.535,10.526,6.062,6.897
1125,6.25,7.525,6.451,6.896,10.535,10.526,6.062,6.899
1126,6.451,7.525,6.667,6.896,10.52,11.109,6.062,6.899
1127,6.451,7.528,6.667,6.896,10.52,11.109,5.882,6.899
1128,6.451,7.528,6.667,7.145,10.526,10.533,5.882,6.898
1129,6.252,7.421,6.45,7.145,10.535,10.533,5.882,6.898
1130,6.252,7.421,6.45,7.145,10.535,11.109,6.06,6.894
1131,6.252,7.421,6.45,6.894,10.524,11.109,6.06,6.894
1132,6.258,7.415,6.455,6.894,10.524,10.526,6.06,6.894
1133,6.258,7.415,6.455,6.894,10.524,10.526,5.714,6.896
1134,6.258,7.415,6.455,6.777,10.524,11.109,5.714,6.896
1135,6.443,7.398,6.668,6.777,11.087,11.106,5.714,6.896
1136,6.443,7.398,6.668,6.777,11.087,11.106,5.714,6.668
1137,6.443,7.398,6.668,6.784,10.546,10.533,5.884,6.668
1138,6.251,7.144,6.452,6.784,10.546,10.533,5.884,6.668
1139,6.251,7.144,6.452,6.784,10.528,11.111,5.884,6.665
1140,6.251,7.143,6.452,6.896,10.528,11.111,6.06,6.665
1141,6.251,7.143,6.452,6.896,10.531,10.524,6.06,6.665
1142,6.248,7.143,6.452,6.896,10.531,10.524,6.06,6.896
1143,6.248,7.411,6.452,6.897,10.522,11.114,6.253,6.896
1144,6.248,7.411,6.664,6.897,10.522,11.114,6.253,6.896
1145,6.325,7.411,6.664,6.897,10.524,10.526,6.253,6.666
1146,6.325,7.14,6.664,6.895,10.531,10.526,6.253,6.666
1147,6.325,7.14,6.453,6.895,10.531,11.111,6.055,6.666
1148,6.178,7.14,6.453,6.895,11.109,10.528,6.055,6.898
1149,6.178,6.898,6.453,6.881,11.109,10.528,6.055,6.898
1150,6.178,6.898,6.448,6.881,10.526,11.109,6.252,6.898
1151,6.431,6.898,6.448,7.163,10.526,11.109,6.252,6.897
1152,6.431,7.142,6.448,7.163,10.533,11.109,6.252,6.897
1153,6.431,7.142,6.455,7.163,10.533,11.109,6.251,6.897
1154,6.268,7.405,6.455,6.873,11.051,10.526,6.251,6.668
1155,6.268,7.405,6.455,6.873,11.051,10.526,6.251,6.668
1156,6.268,7.405,6.655,6.873,10.572,11.111,5.884,6.668
1157,6.268,7.144,6.655,6.689,10.572,11.111,5.884,6.666
1158,6.248,7.144,6.655,6.689,10.533,10.625,5.884,6.666
1159,6.248,7.144,6.461,6.689,10.533,11.001,5.884,6.666
1160,6.248,7.142,6.461,6.896,10.518,11.001,6.059,6.666
1161,6.252,7.142,6.461,6.896,10.535,11.109,6.059,6.666
1162,6.252,7.142,6.461,6.896,10.535,11.109,6.059,6.666
1163,6.252,7.406,6.453,6.661,10.522,11.111,6.201,6.666
1164,6.252,7.406,6.453,6.661,10.522,11.111,6.201,6.666
1165,6.252,6.897,6.453,6.661,10.522,10.528,6.201,6.666
1166,6.252,6.897,6.452,6.67,10.522,10.528,5.927,6.892
1167,6.249,6.897,6.452,6.67,10.535,10.528,5.927,6.892
1168,6.249,7.41,6.452,6.67,10.535,10.528,5.927,6.892
1169,6.249,7.41,6.667,6.667,10.524,11.106,5.927,6.901
1170,6.451,7.41,6.667,6.667,10.524,11.106,6.061,6.901
1171,6.451,7.145,6.667,6.667,10.526,10.524,6.061,6.901
1172,6.451,7.145,6.65,6.669,10.526,11.116,6.061,6.667
1173,6.25,7.145,6.65,6.669,10.526,11.116,6.059,6.667
1174,6.25,7.405,6.65,6.669,10.526,10.526,6.059,6.667
1175,6.25,7.405,6.466,6.895,10.522,10.526,6.059,6.667
1176,6.25,7.141,6.466,6.895,10.522,11.109,6.061,6.667
1177,6.25,7.141,6.466,6.895,11.114,11.109,6.061,6.667
1178,6.25,7.141,6.664,6.668,11.114,10.524,6.061,6.669
1179,6.25,7.144,6.664,6.668,10.004,10.524,6.061,6.669
1180,6.251,7.144,6.664,6.668,10.522,11.118,5.716,6.669
1181,6.251,7.144,6.452,6.667,10.522,11.118,5.716,6.667
1182,6.251,7.141,6.452,6.667,10.528,11.109,5.716,6.667
1183,6.25,7.141,6.452,6.667,10.528,10.524,6.058,6.667
1184,6.25,7.141,6.453,6.668,11.109,10.524,6.058,6.664
1185,6.25,7.408,6.453,6.668,11.109,11.111,6.058,6.664
1186,6.452,7.408,6.453,6.668,10.526,11.111,5.883,6.664
1187,6.452,7.408,6.664,6.896,10.526,10.531,5.883,6.669
1188,6.452,7.144,6.664,6.896,10.533,10.531,5.883,6.669
1189,6.25,7.144,6.664,6.896,10.533,11.104,5.883,6.669
1190,6.25,7.145,6.454,6.894,10.52,11.104,6.062,6.667
1191,6.25,7.145,6.454,6.894,10.52,11.114,6.062,6.667
1192,6.25,7.145,6.454,6.894,11.114,11.114,6.062,6.667
1193,6.249,7.408,6.451,6.897,11.114,10.528,5.882,6.896
1194,6.249,7.408,6.451,6.897,10.526,11.111,5.882,6.896
1195,6.249,7.408,6.451,6.897,10.524,11.111,5.882,6.896
1196,6.251,7.143,6.455,6.668,10.524,11.116,6.061,7.139
1197,6.251,7.143,6.455,6.668,11.116,11.116,6.061,7.139
1198,6.251,7.143,6.455,6.668,11.116,10.526,6.061,6.897
1199,6.446,7.392,6.666,6.896,10.524,10.526,6.061,6.897
1200,6.446,7.392,6.666,6.896,10.524,11.111,5.88,6.897
