,Utility Input Phase C,Utility Input Phase B,Utility Input Phase A,Gen 2 Phase C,Gen 2 Phase B,Gen 2 Phase A,Gen 3 Phase C,Gen 3 Phase B,Gen 3 Phase A,Gen 1 Phase C,Gen 1 Phase B,Gen 1 Phase A,Mission System 1 DC Amps,Mission System 2  DC Amps,Empty- CRIO1_Slot_1_Channel_14,Empty- CRIO1_Slot_1_Channel_15,Utility Input Phase A ,Utility Input Phase B ,Utility Input Phase C,Gen 3 Phase A ,Gen 3 Phase B ,Gen 3 Phase C,Gen 2 Phase A ,Gen 2 Phase B ,Gen 2 Phase C,MSB1 Phase A,MSB1 Phase B ,MSB1 Phase C ,Utility Input Neutral,Utility Input Ground,Propulsion System 1 VFD  Phase A ,Propulsion System 2 VFD Phase A,Fuel System 2  LP 1,Fuel System 1  LP 1 ,Empty- CRIO1_Slot_3_Channel_2,Empty- CRIO1_Slot_3_Channel_3,Cooling System 1 P 1,Cooling System 2 P 1,Cooling System 1 P 2,Cooling System 2 P 2,Fuel System 2  Injector Pump ,Fuel System 2  Service Pump ,Cooling System 2 Service Pump ,Fuel System 1  Injector Pump ,Fuel System 1  Service Pump ,Cooling System 1 Service Pump ,Cooling System 1 Heater,Cooling System 2 Heater
20,20.490625,20.4625,20.224999999999998,0.05437499999999984,0.06000000000000005,0.056250000000000466,7.850624999999999,6.70125,6.765,7.653750000000001,8.795625000000001,7.160625,-0.0593750000000004,0.2968749999999992,-0.25,-0.25,203.3625,203.86874999999998,204.05624999999998,207.58124999999998,203.70000000000002,208.275,-0.6750000000000006,-0.5437499999999984,-0.5062500000000025,201.65625000000003,203.71875,203.60625,0.06249999999999867,0.03437499999999982,0.45562500000000006,0.5181249999999998,2.50375,2.7456250000000004,-0.25,-0.25,4.84,4.750625,1.7525000000000002,1.645625,4.639375,2.40375,4.88375,4.721875,2.279375,5.0525,2.276875,2.3012500000000005
21,20.490625,20.459375,20.224999999999998,0.05437499999999984,0.05812499999999943,0.056250000000000466,7.84875,6.70125,6.7631250000000005,7.653750000000001,8.795625000000001,7.160625,-0.06874999999999937,0.2968749999999992,-0.25,-0.25,204.0375,205.1625,205.66875,209.025,205.03125,210.31875000000002,0.8249999999999924,0.8812499999999945,0.9562500000000029,204.3,205.38750000000002,205.8375,0.06249999999999867,0.03437499999999982,0.45625000000000027,0.5181249999999998,2.7018750000000002,2.5843749999999996,-0.2499375,-0.25,4.83625,4.704375,1.7493750000000001,1.6231250000000004,4.644374999999999,2.405,4.8862499999999995,4.7250000000000005,2.280625,5.05375,2.27875,2.2993750000000004
22,20.490625,20.4625,20.224999999999998,0.05437499999999984,0.05812499999999943,0.056250000000000466,7.84875,6.70125,6.765,7.653750000000001,8.79375,7.160625,-0.06874999999999937,0.3031250000000013,-0.25,-0.25,205.93125,207.01875,207.09375,209.88750000000002,205.9875,210.61875,0.9937499999999988,0.9562500000000029,0.8062500000000028,203.00625,205.5375,205.25625,0.06249999999999867,0.03375000000000017,0.4568749999999999,0.5181249999999998,2.4243749999999995,2.6037500000000002,-0.25,-0.25,4.845000000000001,4.666875,1.7693750000000001,1.6237499999999998,4.639375,2.40625,4.885000000000001,4.722499999999999,2.2825,5.0512500000000005,2.276875,2.300625
23,20.490625,20.4625,20.221875,0.05437499999999984,0.05812499999999943,0.056250000000000466,7.84875,6.699375000000001,6.765,7.653750000000001,8.795625000000001,7.160625,-0.0593750000000004,0.30000000000000027,-0.25,-0.25,205.78125,205.51875,206.04375000000002,209.49375,205.3125,209.79375,0.43124999999999414,0.5625000000000047,0.7500000000000007,203.5125,204.73125000000002,204.1875,0.06249999999999867,0.03375000000000017,0.45625000000000027,0.5181249999999998,2.7525,2.558125,-0.25,-0.25,4.809375,4.7375,1.7449999999999999,1.6193750000000002,4.630625,2.4043750000000004,4.885000000000001,4.721875,2.28,5.0531250000000005,2.275625,2.2981249999999998
24,20.490625,20.4625,20.2125,0.052499999999999214,0.05812499999999943,0.056250000000000466,7.84875,6.699375000000001,6.765,7.653750000000001,8.795625000000001,7.1625000000000005,-0.06874999999999937,0.3031250000000013,-0.25,-0.25,204.975,206.19375,205.8375,208.55624999999998,204.71249999999998,209.5875,0.6562500000000027,0.5062500000000025,0.2625000000000044,202.96875,204.91875000000002,204.65624999999997,0.06249999999999867,0.03375000000000017,0.4568749999999999,0.5181249999999998,2.515625,3.1293749999999996,-0.25,-0.25,4.838125,4.731875,1.751875,1.61875,4.6274999999999995,2.4043750000000004,4.886875000000001,4.726875000000001,2.281875,5.05375,2.2775,2.2981249999999998
25,20.49375,20.4625,20.203125,0.052499999999999214,0.05812499999999943,0.056250000000000466,7.850624999999999,6.70125,6.765,7.653750000000001,8.795625000000001,7.1625000000000005,-0.07187500000000041,0.3031250000000013,-0.25,-0.25,205.59375,205.40625,206.38125,209.1375,204.5625,209.83125,0.4500000000000004,0.6562500000000027,0.15000000000000013,202.125,204.01875,202.63125,0.06249999999999867,0.03375000000000017,0.45750000000000013,0.5175000000000002,2.515625,2.3262500000000004,-0.25,-0.25,4.860625,4.726875000000001,1.7525000000000002,1.61375,4.62625,2.40625,4.8843749999999995,4.7275,2.280625,5.0512500000000005,2.2775,2.29875
26,20.49375,20.4625,20.203125,0.052499999999999214,0.05812499999999943,0.056250000000000466,7.850624999999999,6.699375000000001,6.765,7.653750000000001,8.79375,7.160625,-0.056249999999999356,0.30000000000000027,-0.25,-0.25,203.4375,204.07500000000002,204.24375,207.4125,203.00625,208.21875,-0.6187499999999985,-0.6562500000000027,-0.6000000000000005,201.80625,203.475,203.75625000000002,0.06249999999999867,0.03375000000000017,0.4568749999999999,0.516875,2.8425000000000002,2.7125,-0.25,-0.25,4.82875,4.750625,1.74875,1.6443750000000001,4.6325,2.4043750000000004,4.8862499999999995,4.725625,2.28,5.0525,2.2775,2.2981249999999998
27,20.490625,20.4625,20.200000000000003,0.05437499999999984,0.05812499999999943,0.056250000000000466,7.850624999999999,6.699375000000001,6.765,7.661250000000001,8.795625000000001,7.160625,-0.056249999999999356,0.30000000000000027,-0.25,-0.25,204.2625,204.73125000000002,205.10625,208.70625,204.91875000000002,210.0,0.5625000000000047,0.7125000000000048,0.8437499999999987,203.5875,205.8375,205.25625,0.06249999999999867,0.03375000000000017,0.4568749999999999,0.516875,2.3412500000000005,2.514375,-0.25,-0.25,4.843125000000001,4.7524999999999995,1.7575000000000003,1.6475,4.6375,2.405,4.89,4.7231250000000005,2.28125,5.051875,2.2775,2.296875
28,20.490625,20.48125,20.196875,0.05437499999999984,0.05812499999999943,0.056250000000000466,7.84875,6.70125,6.749999999999999,7.6706249999999985,8.795625000000001,7.160625,-0.06562499999999971,0.30000000000000027,-0.25,-0.25,206.08124999999998,206.94375000000002,207.07500000000002,209.7,205.93125,210.525,1.106250000000003,1.1625000000000052,0.8062500000000028,203.60625,205.21875,205.25625,0.06249999999999867,0.03375000000000017,0.45750000000000013,0.5181249999999998,2.8225,2.91125,-0.25,-0.25,4.8568750000000005,4.739375,1.768125,1.6243750000000001,4.633125,2.40625,4.8862499999999995,4.72,2.28125,5.048125,2.275625,2.29875
29,20.490625,20.487499999999997,20.196875,0.05437499999999984,0.05812499999999943,0.056250000000000466,7.84875,6.70125,6.749999999999999,7.6706249999999985,8.79375,7.160625,-0.0531249999999997,0.30000000000000027,-0.25,-0.25,205.85625,205.57500000000002,206.38125,209.56875,205.10625,209.49375,0.5249999999999921,0.5249999999999921,0.5625000000000047,203.21249999999998,204.675,204.45,0.06249999999999867,0.03375000000000017,0.45750000000000013,0.5175000000000002,2.41,2.446875,-0.25,-0.2500625,4.8575,4.745,1.7675,1.615625,4.6325,2.40375,4.885625,4.724374999999999,2.28,5.05,2.27625,2.29625
