,Energy Storage  DC Current ,Cooling System 1 Heater Input Temperature ,Propulsion System 1 Speed,Propulsion System 2 Speed ,Energy Storage Battery Temperature,Fuel System 1 Injection command ,Fuel System 2  Injection command ,Energy Storage Battery Bank Voltage,Cooling System 2  Heater Output Temperature,Cooling System 2 Heater Input Temperature ,Cooling System 1 Heater Output Temperature,Cooling System  Ocean Tank Temperature,Cooling System  Used H20 Tank,Empty- CRIO1_Slot_5_Channel_21,Empty- CRIO1_Slot_5_Channel_22,Empty- CRIO1_Slot_5_Channel_23,Fuel System 1 High Pressure Rail,Fuel System 2  High Pressure Rail,Propulsion System 1 DC Load Current ,Mission System 1  Voltage DC,Propulsion System 2 Voltage DC,Propulsion System 2 DC load Current ,Propulsion System 1 Voltage DC ,Mission System 2  Voltage DC
70,-0.38999999999999996,32.292222222222215,19.788,20.394,45.19921703296703,8.013,8.149,1.1132075471698126,34.823776223776214,33.08244604316546,34.17780821917809,30.374285714285712,32.20861111111111,0.001,0.0,0.001,155.79999999999998,155.85,-0.17,104.5,8.901,0.05,9.43,102.1
71,-0.69,33.229861111111106,20.082,20.346,45.193818681318675,7.991,8.061,1.1113207547169814,33.86755244755244,33.29899280575539,34.678493150684936,30.733867595818815,32.656527777777775,0.0,0.001,0.001,158.3,155.75,-0.21000000000000002,105.65,16.146,0.02,1.081,103.64999999999999
72,-0.48,33.44486111111111,19.631999999999998,20.28,45.201016483516476,8.166,8.09,1.1084905660377364,33.93370629370629,32.77928057553956,34.07767123287672,30.386271777003486,32.142916666666665,0.0,0.001,0.0,156.6,155.79999999999998,-0.1,104.4,4.968,-0.21000000000000002,6.2330000000000005,102.1
73,-0.6,33.40902777777777,19.212,20.028,45.202815934065924,8.073,8.153,1.112264150943397,33.37440559440559,32.77309352517985,34.01287671232877,30.32034843205575,32.20861111111111,0.001,0.002,0.001,158.25,157.75,-0.12,103.64999999999999,7.429,0.05,5.221,102.1
74,-0.42,33.34333333333333,19.62,20.022000000000002,45.20821428571428,8.05,8.168,1.1219339622641522,33.26013986013985,32.903021582733814,33.94808219178083,30.25442508710801,31.993611111111107,0.001,0.0,0.001,159.0,153.79999999999998,-0.12,104.55000000000001,7.107,0.35000000000000003,6.600999999999999,102.75000000000001
75,-0.36,33.319444444444436,20.46,20.502,45.201016483516476,7.998,8.091,1.1016509433962272,33.47664335664335,33.03913669064748,34.01287671232877,30.22445993031359,32.03541666666666,0.001,0.003,0.0,160.55,153.25000000000003,-0.12,103.85,8.28,0.07,15.663,103.2
76,-0.51,33.49263888888888,19.872,19.944,45.193818681318675,8.031,8.038,1.09740566037736,33.42853146853146,33.07007194244604,33.99520547945205,30.098606271777,31.999583333333334,0.001,-0.002,0.0,161.75000000000003,149.55,-0.15,104.55000000000001,5.773,0.18,9.683,102.85
77,-0.6,34.376527777777774,19.962,20.238,45.21001373626373,8.027,8.06,1.1146226415094356,33.705174825174815,33.06388489208633,33.753698630136995,29.84090592334495,31.605416666666663,0.001,0.001,0.0,166.85,148.15,-0.18,104.4,5.75,0.19,2.668,104.05
78,-0.38999999999999996,33.83902777777777,19.692,20.556,45.202815934065924,8.014,8.059,1.0966981132075482,33.921678321678314,32.33381294964028,32.30465753424657,29.66710801393728,31.766666666666666,0.001,0.002,0.001,165.55,145.95,-0.15,104.85,5.566,-0.02,6.600999999999999,103.64999999999999
79,-0.3,35.039444444444435,20.37,19.89,45.19921703296703,7.989,8.148,1.0978773584905674,31.882937062937057,32.903021582733814,33.52986301369863,29.127735191637633,31.569583333333334,0.0,0.002,0.001,164.6,145.35,-0.15,101.05,9.775,0.1,245.50199999999998,101.89999999999999
80,-0.03,33.42097222222222,19.962,19.872,45.202815934065924,8.027,8.105,1.111556603773586,33.48867132867132,32.48848920863309,32.469589041095894,29.52926829268292,31.963749999999997,0.001,0.009,0.0,163.64999999999998,146.45,-0.13,103.60000000000001,8.924,1.73,1.5410000000000001,104.5
81,-0.84,32.91333333333333,20.046,20.106,45.19741758241757,8.036,8.097,1.112264150943397,33.272167832167824,33.4536690647482,34.130684931506856,29.9787456445993,32.083194444444445,0.0,0.0,-0.001,161.05,144.4,-0.18,106.0,8.234,0.5700000000000001,3.818,103.49999999999999
